query_basename,run_id,budget_frac,budget_n,T_true,T_hat,Qerror,n_product,n_review,oracle_cost,method
query_5_11.graph,3,0.5,232,103.59999999999998,160.19746835443033,0.5463076095987486,189,44,233,Exact_structureO
query_5_11.graph,4,0.5,232,103.59999999999998,113.25750798722046,0.0932191890658348,189,45,234,Exact_structureO
query_5_11.graph,5,0.5,232,103.59999999999998,120.38487972508591,0.16201621356260554,189,35,224,Exact_structureO
query_5_11.graph,1,0.6,278,103.59999999999998,118.26051282051283,0.1415107415107418,219,51,270,Exact_structureO
query_5_11.graph,2,0.6,278,103.59999999999998,117.0086956521739,0.12942756421017299,222,48,270,Exact_structureO
query_5_11.graph,3,0.6,278,103.59999999999998,139.67346938775506,0.3481995114648175,214,54,268,Exact_structureO
query_5_11.graph,4,0.6,278,103.59999999999998,132.386835443038,0.2778652069791315,216,52,268,Exact_structureO
query_5_11.graph,5,0.6,278,103.59999999999998,116.98583569405099,0.12920690824373565,216,44,260,Exact_structureO
query_5_11.graph,1,0.7,324,103.59999999999998,118.92357723577234,0.14791097717926993,247,58,305,Exact_structureO
query_5_11.graph,2,0.7,324,103.59999999999998,104.64267782426776,0.01006445776320255,248,50,298,Exact_structureO
query_5_11.graph,3,0.7,324,103.59999999999998,121.56621880998078,0.17341910048244022,249,58,307,Exact_structureO
query_5_11.graph,4,0.7,324,103.59999999999998,109.80428849902535,0.059886954623796985,246,61,307,Exact_structureO
query_5_11.graph,5,0.7,324,103.59999999999998,110.16124721603563,0.06333250208528624,249,57,306,Exact_structureO
query_5_11.graph,1,0.8,371,103.59999999999998,114.405,0.10429536679536702,281,65,346,Exact_structureO
query_5_11.graph,2,0.8,371,103.59999999999998,83.21322314049586,0.196783560419924,288,53,341,Exact_structureO
query_5_11.graph,3,0.8,371,103.59999999999998,114.87854984894258,0.10886631128322978,278,66,344,Exact_structureO
query_5_11.graph,4,0.8,371,103.59999999999998,120.24699453551915,0.16068527543937425,280,65,345,Exact_structureO
query_5_11.graph,5,0.8,371,103.59999999999998,84.70288315629743,0.1824046027384416,282,65,347,Exact_structureO
query_5_11.graph,1,0.9,417,103.59999999999998,116.96265560165975,0.12898316217818312,312,70,382,Exact_structureO
query_5_11.graph,2,0.9,417,103.59999999999998,87.92823649337413,0.15127184851955458,311,61,372,Exact_structureO
query_5_11.graph,3,0.9,417,103.59999999999998,116.19373695198334,0.12156116749018689,309,68,377,Exact_structureO
query_5_11.graph,4,0.9,417,103.59999999999998,108.82674094707527,0.05045116744281165,307,71,378,Exact_structureO
query_5_11.graph,5,0.9,417,103.59999999999998,95.20079601990051,0.08107339749130765,309,67,376,Exact_structureO
query_5_113.graph,1,0.01,5,43.099999999999994,0.0,1.0,6,0,6,Exact_structureO
query_5_113.graph,2,0.01,5,43.099999999999994,0.0,1.0,6,0,6,Exact_structureO
query_5_113.graph,3,0.01,5,43.099999999999994,0.0,1.0,5,0,5,Exact_structureO
query_5_113.graph,4,0.01,5,43.099999999999994,0.0,1.0,5,0,5,Exact_structureO
query_5_113.graph,5,0.01,5,43.099999999999994,0.0,1.0,7,0,7,Exact_structureO
query_5_113.graph,1,0.05,25,43.099999999999994,0.0,1.0,27,0,27,Exact_structureO
query_5_113.graph,2,0.05,25,43.099999999999994,0.0,1.0,32,1,33,Exact_structureO
query_5_113.graph,3,0.05,25,43.099999999999994,0.0,1.0,30,0,30,Exact_structureO
query_5_113.graph,4,0.05,25,43.099999999999994,131.0848484848485,2.0414117977923087,33,1,34,Exact_structureO
query_5_113.graph,5,0.05,25,43.099999999999994,183.70434782608694,3.2622818521133867,27,1,28,Exact_structureO
query_5_113.graph,1,0.075,37,43.099999999999994,0.0,1.0,42,0,42,Exact_structureO
query_5_113.graph,2,0.075,37,43.099999999999994,0.0,1.0,45,1,46,Exact_structureO
query_5_113.graph,3,0.075,37,43.099999999999994,0.0,1.0,38,0,38,Exact_structureO
query_5_113.graph,4,0.075,37,43.099999999999994,102.9952380952381,1.3896806982653853,42,1,43,Exact_structureO
query_5_113.graph,5,0.075,37,43.099999999999994,114.19459459459459,1.6495265567191324,42,1,43,Exact_structureO
query_5_113.graph,1,0.1,50,43.099999999999994,0.0,1.0,55,0,55,Exact_structureO
query_5_113.graph,2,0.1,50,43.099999999999994,0.0,1.0,59,1,60,Exact_structureO
query_5_113.graph,3,0.1,50,43.099999999999994,68.20338983050847,0.5824452396869717,56,1,57,Exact_structureO
query_5_113.graph,4,0.1,50,43.099999999999994,74.58275862068966,0.7304584366749344,58,1,59,Exact_structureO
query_5_113.graph,5,0.1,50,43.099999999999994,86.22857142857143,1.0006629101756714,54,1,55,Exact_structureO
query_5_113.graph,1,0.125,62,43.099999999999994,0.0,1.0,62,0,62,Exact_structureO
query_5_113.graph,2,0.125,62,43.099999999999994,0.0,1.0,70,1,71,Exact_structureO
query_5_113.graph,3,0.125,62,43.099999999999994,53.653333333333336,0.24485692188708452,67,1,68,Exact_structureO
query_5_113.graph,4,0.125,62,43.099999999999994,58.45675675675676,0.35630526117765127,70,1,71,Exact_structureO
query_5_113.graph,5,0.125,62,43.099999999999994,59.50985915492957,0.3807391915296886,70,1,71,Exact_structureO
query_5_113.graph,1,0.15,75,43.099999999999994,0.0,1.0,88,1,89,Exact_structureO
query_5_113.graph,2,0.15,75,43.099999999999994,0.0,1.0,87,1,88,Exact_structureO
query_5_113.graph,3,0.15,75,43.099999999999994,40.24,0.06635730858468661,87,1,88,Exact_structureO
query_5_113.graph,4,0.15,75,43.099999999999994,45.06041666666667,0.04548530549110614,87,1,88,Exact_structureO
query_5_113.graph,5,0.15,75,43.099999999999994,48.01363636363636,0.11400548407508966,87,1,88,Exact_structureO
query_5_113.graph,1,0.2,100,43.099999999999994,0.0,1.0,106,2,108,Exact_structureO
query_5_113.graph,2,0.2,100,43.099999999999994,0.0,1.0,102,1,103,Exact_structureO
query_5_113.graph,3,0.2,100,43.099999999999994,69.90847457627117,0.6220063706791458,101,2,103,Exact_structureO
query_5_113.graph,4,0.2,100,43.099999999999994,35.16910569105691,0.18401146888499031,106,1,107,Exact_structureO
query_5_113.graph,5,0.2,100,43.099999999999994,33.8016,0.21574013921113677,110,1,111,Exact_structureO
query_5_113.graph,1,0.3,150,43.099999999999994,0.0,1.0,148,2,150,Exact_structureO
query_5_113.graph,2,0.3,150,43.099999999999994,0.0,1.0,153,1,154,Exact_structureO
query_5_113.graph,3,0.3,150,43.099999999999994,58.56525821596243,0.35882269642604264,159,2,161,Exact_structureO
query_5_113.graph,4,0.3,150,43.099999999999994,23.00957446808511,0.4661351631534777,152,1,153,Exact_structureO
query_5_113.graph,5,0.3,150,43.099999999999994,22.121465968586385,0.48674092880310005,152,1,153,Exact_structureO
query_5_113.graph,1,0.4,200,43.099999999999994,14.877464788732393,0.6548152021175778,194,3,197,Exact_structureO
query_5_113.graph,2,0.4,200,43.099999999999994,15.178245614035088,0.6478365286766801,191,2,193,Exact_structureO
query_5_113.graph,3,0.4,200,43.099999999999994,44.87194244604316,0.041112353736500296,187,4,191,Exact_structureO
query_5_113.graph,4,0.4,200,43.099999999999994,17.37269076305221,0.596921328003429,184,2,186,Exact_structureO
query_5_113.graph,5,0.4,200,43.099999999999994,49.90393700787403,0.1578639677000936,186,3,189,Exact_structureO
query_5_113.graph,1,0.5,251,43.099999999999994,24.431428571428572,0.43314550878355973,221,5,226,Exact_structureO
query_5_113.graph,2,0.5,251,43.099999999999994,23.00957446808511,0.4661351631534777,218,3,221,Exact_structureO
query_5_113.graph,3,0.5,251,43.099999999999994,33.00105820105819,0.23431419487103952,221,4,225,Exact_structureO
query_5_113.graph,4,0.5,251,43.099999999999994,41.26780185758514,0.04251039773584347,217,3,220,Exact_structureO
query_5_113.graph,5,0.5,251,43.099999999999994,36.42413793103449,0.1548923913913111,218,4,222,Exact_structureO
query_5_113.graph,1,0.6,301,43.099999999999994,19.657471264367818,0.543910179481025,247,5,252,Exact_structureO
query_5_113.graph,2,0.6,301,43.099999999999994,19.311607142857145,0.5519348690752401,248,3,251,Exact_structureO
query_5_113.graph,3,0.6,301,43.099999999999994,37.668609865470856,0.12601833258768305,250,5,255,Exact_structureO
query_5_113.graph,4,0.6,301,43.099999999999994,32.353155339805824,0.24934674385601327,242,4,246,Exact_structureO
query_5_113.graph,5,0.6,301,43.099999999999994,26.081481481481486,0.3948612185271116,256,5,261,Exact_structureO
query_5_113.graph,1,0.7,351,43.099999999999994,35.80960264900662,0.16915075060309454,281,6,287,Exact_structureO
query_5_113.graph,2,0.7,351,43.099999999999994,28.401800327332243,0.34102551444704765,283,5,288,Exact_structureO
query_5_113.graph,3,0.7,351,43.099999999999994,43.382682512733446,0.006558758996135768,285,6,291,Exact_structureO
query_5_113.graph,4,0.7,351,43.099999999999994,58.082264150943395,0.34761633760889565,280,5,285,Exact_structureO
query_5_113.graph,5,0.7,351,43.099999999999994,28.937394247038917,0.3285987413680065,281,5,286,Exact_structureO
query_5_113.graph,1,0.8,401,43.099999999999994,27.98059508408797,0.3507982579097918,308,6,314,Exact_structureO
query_5_113.graph,2,0.8,401,43.099999999999994,22.924042272126815,0.46811966886016665,307,5,312,Exact_structureO
query_5_113.graph,3,0.8,401,43.099999999999994,49.650967741935496,0.1519946111817982,311,7,318,Exact_structureO
query_5_113.graph,4,0.8,401,43.099999999999994,50.663965267727924,0.17549803405401232,313,6,319,Exact_structureO
query_5_113.graph,5,0.8,401,43.099999999999994,26.85187969924812,0.37698654990143565,309,6,315,Exact_structureO
query_5_113.graph,1,0.9,451,43.099999999999994,41.51063627730294,0.03687618846164852,337,7,344,Exact_structureO
query_5_113.graph,2,0.9,451,43.099999999999994,26.48177189409369,0.3855737379560628,339,5,344,Exact_structureO
query_5_113.graph,3,0.9,451,43.099999999999994,46.4685546875,0.07815672128770322,337,7,344,Exact_structureO
query_5_113.graph,4,0.9,451,43.099999999999994,49.676914414414405,0.15259662214418587,334,7,341,Exact_structureO
query_5_113.graph,5,0.9,451,43.099999999999994,30.98799646954987,0.2810209635835296,334,7,341,Exact_structureO
query_5_120.graph,1,0.01,4,149.60000000000002,0.0,1.0,4,0,4,Exact_structureO
query_5_120.graph,2,0.01,4,149.60000000000002,0.0,1.0,4,0,4,Exact_structureO
query_5_120.graph,3,0.01,4,149.60000000000002,0.0,1.0,4,0,4,Exact_structureO
query_5_120.graph,4,0.01,4,149.60000000000002,1239.8333333333333,7.287655971479499,3,2,5,Exact_structureO
query_5_120.graph,5,0.01,4,149.60000000000002,0.0,1.0,6,0,6,Exact_structureO
query_5_120.graph,1,0.05,21,149.60000000000002,0.0,1.0,19,0,19,Exact_structureO
query_5_120.graph,2,0.05,21,149.60000000000002,0.0,1.0,16,0,16,Exact_structureO
query_5_120.graph,3,0.05,21,149.60000000000002,0.0,1.0,18,0,18,Exact_structureO
query_5_120.graph,4,0.05,21,149.60000000000002,169.0681818181818,0.13013490520174992,19,2,21,Exact_structureO
query_5_120.graph,5,0.05,21,149.60000000000002,100.52702702702703,0.32802789420436484,20,2,22,Exact_structureO
query_5_120.graph,1,0.075,31,149.60000000000002,0.0,1.0,27,2,29,Exact_structureO
query_5_120.graph,2,0.075,31,149.60000000000002,0.0,1.0,26,3,29,Exact_structureO
query_5_120.graph,3,0.075,31,149.60000000000002,0.0,1.0,22,2,24,Exact_structureO
query_5_120.graph,4,0.075,31,149.60000000000002,103.31944444444444,0.30936200237670836,28,4,32,Exact_structureO
query_5_120.graph,5,0.075,31,149.60000000000002,165.3111111111111,0.10502079619726656,24,3,27,Exact_structureO
query_5_120.graph,1,0.1,42,149.60000000000002,0.0,1.0,26,2,28,Exact_structureO
query_5_120.graph,2,0.1,42,149.60000000000002,73.19230769230771,0.5107466063348416,32,5,37,Exact_structureO
query_5_120.graph,3,0.1,42,149.60000000000002,0.0,1.0,31,2,33,Exact_structureO
query_5_120.graph,4,0.1,42,149.60000000000002,103.31944444444444,0.30936200237670836,28,4,32,Exact_structureO
query_5_120.graph,5,0.1,42,149.60000000000002,174.35156249999997,0.16545162098930444,35,5,40,Exact_structureO
query_5_120.graph,1,0.125,53,149.60000000000002,157.95652173913044,0.05585910253429421,43,5,48,Exact_structureO
query_5_120.graph,2,0.125,53,149.60000000000002,100.15789473684212,0.3304953560371517,40,6,46,Exact_structureO
query_5_120.graph,3,0.125,53,149.60000000000002,0.0,1.0,38,3,41,Exact_structureO
query_5_120.graph,4,0.125,53,149.60000000000002,104.77464788732394,0.29963470663553526,39,4,43,Exact_structureO
query_5_120.graph,5,0.125,53,149.60000000000002,228.90853658536585,0.5301372766401459,43,8,51,Exact_structureO
query_5_120.graph,1,0.15,63,149.60000000000002,153.50704225352112,0.02611659260375065,45,5,50,Exact_structureO
query_5_120.graph,2,0.15,63,149.60000000000002,97.5897435897436,0.3476621417797888,41,6,47,Exact_structureO
query_5_120.graph,3,0.15,63,149.60000000000002,39.770114942528735,0.7341569856782839,48,5,53,Exact_structureO
query_5_120.graph,4,0.15,63,149.60000000000002,79.98924731182795,0.4653125179690646,49,4,53,Exact_structureO
query_5_120.graph,5,0.15,63,149.60000000000002,261.51162790697674,0.7480723790573309,44,8,52,Exact_structureO
query_5_120.graph,1,0.2,85,149.60000000000002,177.16867469879517,0.1842825848849943,53,9,62,Exact_structureO
query_5_120.graph,2,0.2,85,149.60000000000002,153.46774193548387,0.025853889943073853,59,10,69,Exact_structureO
query_5_120.graph,3,0.2,85,149.60000000000002,30.350877192982455,0.797119804859743,56,5,61,Exact_structureO
query_5_120.graph,4,0.2,85,149.60000000000002,139.04074074074077,0.07058328381857785,61,9,70,Exact_structureO
query_5_120.graph,5,0.2,85,149.60000000000002,201.1627906976744,0.34467106081333143,61,12,73,Exact_structureO
query_5_120.graph,1,0.3,127,149.60000000000002,117.315625,0.21580464572192526,80,12,92,Exact_structureO
query_5_120.graph,2,0.3,127,149.60000000000002,190.1098901098901,0.2707880354939176,80,20,100,Exact_structureO
query_5_120.graph,3,0.3,127,149.60000000000002,132.15277777777777,0.11662581699346423,88,18,106,Exact_structureO
query_5_120.graph,4,0.3,127,149.60000000000002,124.66176470588236,0.16669943378420893,86,13,99,Exact_structureO
query_5_120.graph,5,0.3,127,149.60000000000002,241.4253731343283,0.6138059701492532,88,17,105,Exact_structureO
query_5_120.graph,1,0.4,170,149.60000000000002,110.49270072992701,0.26141242827588906,111,20,131,Exact_structureO
query_5_120.graph,2,0.4,170,149.60000000000002,150.38562091503266,0.005251476704763621,108,24,132,Exact_structureO
query_5_120.graph,3,0.4,170,149.60000000000002,144.16666666666666,0.03631907308377918,112,27,139,Exact_structureO
query_5_120.graph,4,0.4,170,149.60000000000002,128.27556818181822,0.14254299343704416,111,22,133,Exact_structureO
query_5_120.graph,5,0.4,170,149.60000000000002,200.57550335570468,0.3407453432867958,110,23,133,Exact_structureO
query_5_120.graph,1,0.5,213,149.60000000000002,93.8870523415978,0.37241275172728755,129,23,152,Exact_structureO
query_5_120.graph,2,0.5,213,149.60000000000002,143.07254464285714,0.04363272297555403,134,31,165,Exact_structureO
query_5_120.graph,3,0.5,213,149.60000000000002,197.63607594936707,0.32109676436742673,128,40,168,Exact_structureO
query_5_120.graph,4,0.5,213,149.60000000000002,140.16530612244898,0.06306613554512727,133,31,164,Exact_structureO
