query_basename,run_id,T_hat_abae,T_true,Signed_RE,ARE,oracle_cost,budget_limit_B
query_cycle_4_19.graph,1,10590.542321810708,11052.0,-0.04175331869248027,0.04175331869248027,936,948
query_cycle_4_19.graph,2,11668.020850051496,11052.0,0.05573840481826786,0.05573840481826786,941,948
query_cycle_4_19.graph,3,11110.295221421227,11052.0,0.005274630964642356,0.005274630964642356,939,948
query_cycle_4_19.graph,4,9933.973665380265,11052.0,-0.10116054421097859,0.10116054421097859,918,948
query_cycle_4_19.graph,5,11073.360392886614,11052.0,0.0019327174164507903,0.0019327174164507903,936,948
query_cycle_4_19.graph,6,10729.272684615406,11052.0,-0.02920080667613052,0.02920080667613052,948,948
query_cycle_4_19.graph,7,10089.4987201031,11052.0,-0.08708842561499278,0.08708842561499278,948,948
query_cycle_4_19.graph,8,9382.69567479425,11052.0,-0.1510409270001584,0.1510409270001584,934,948
query_cycle_4_19.graph,9,11319.445816252604,11052.0,0.02419886140541118,0.02419886140541118,948,948
query_cycle_4_19.graph,10,9751.679295164617,11052.0,-0.11765478690150048,0.11765478690150048,940,948
query_cycle_4_20.graph,1,10060.235370990795,11736.0,-0.14278839715484026,0.14278839715484026,966,967
query_cycle_4_20.graph,2,10337.02868517381,11736.0,-0.11920341810039117,0.11920341810039117,951,967
query_cycle_4_20.graph,3,11545.600964790165,11736.0,-0.016223503340988016,0.016223503340988016,947,967
query_cycle_4_20.graph,4,11546.943053775492,11736.0,-0.01610914674714618,0.01610914674714618,926,967
query_cycle_4_20.graph,5,11956.725175282032,11736.0,0.018807530272838453,0.018807530272838453,948,967
query_cycle_4_20.graph,6,11736.381535683759,11736.0,3.250985717097451e-05,3.250985717097451e-05,967,967
query_cycle_4_20.graph,7,11911.513021122444,11736.0,0.014955097232655428,0.014955097232655428,938,967
query_cycle_4_20.graph,8,11698.26954269661,11736.0,-0.0032149333080598776,0.0032149333080598776,933,967
query_cycle_4_20.graph,9,11860.554664476365,11736.0,0.010613042303712112,0.010613042303712112,960,967
query_cycle_4_20.graph,10,10814.70583606556,11736.0,-0.07850154771084192,0.07850154771084192,925,967
query_cycle_4_21.graph,1,11924.067103011426,11539.0,0.033370924951159224,0.033370924951159224,943,967
query_cycle_4_21.graph,2,11034.15843794179,11539.0,-0.043750893670006855,0.043750893670006855,937,967
query_cycle_4_21.graph,3,12221.852091900324,11539.0,0.059177753002887946,0.059177753002887946,939,967
query_cycle_4_21.graph,4,11426.583048232855,11539.0,-0.009742347843586558,0.009742347843586558,950,967
query_cycle_4_21.graph,5,10991.036762655609,11539.0,-0.04748793113306101,0.04748793113306101,942,967
query_cycle_4_21.graph,6,11541.909170539422,11539.0,0.0002521163479870111,0.0002521163479870111,939,967
query_cycle_4_21.graph,7,11357.073097611632,11539.0,-0.01576626244807765,0.01576626244807765,935,967
query_cycle_4_21.graph,8,10801.311402178426,11539.0,-0.0639300284098773,0.0639300284098773,948,967
query_cycle_4_21.graph,9,11010.963053526973,11539.0,-0.04576106651122511,0.04576106651122511,950,967
query_cycle_4_21.graph,10,10940.8714557054,11539.0,-0.05183538818741651,0.05183538818741651,959,967
query_cycle_4_0.graph,1,9388.706881261962,10168.0,-0.07664173079642389,0.07664173079642389,982,1007
query_cycle_4_0.graph,2,10212.72244107487,10168.0,0.004398351797292436,0.004398351797292436,990,1007
query_cycle_4_0.graph,3,10043.184313768119,10168.0,-0.012275342863088222,0.012275342863088222,991,1007
query_cycle_4_0.graph,4,10120.862000000016,10168.0,-0.004635916601099966,0.004635916601099966,1007,1007
query_cycle_4_0.graph,5,10025.686972727286,10168.0,-0.013996167119661089,0.013996167119661089,1007,1007
query_cycle_4_0.graph,6,9551.585732104762,10168.0,-0.06062296104398481,0.06062296104398481,1006,1007
query_cycle_4_0.graph,7,10896.454663778011,10168.0,0.07164188274764077,0.07164188274764077,1006,1007
query_cycle_4_0.graph,8,9475.462055933871,10168.0,-0.06810955390107484,0.06810955390107484,979,1007
query_cycle_4_0.graph,9,14630.611489176259,10168.0,0.43888783331788545,0.43888783331788545,1000,1007
query_cycle_4_0.graph,10,9828.00917699115,10168.0,-0.03343733507168071,0.03343733507168071,962,1007
query_cycle_4_12.graph,1,12305.068047686134,12281.0,0.001959779145520265,0.001959779145520265,982,984
query_cycle_4_12.graph,2,11372.618719436074,12281.0,-0.07396639366207364,0.07396639366207364,971,984
query_cycle_4_12.graph,3,11575.717456451628,12281.0,-0.057428755276310715,0.057428755276310715,936,984
query_cycle_4_12.graph,4,13849.971414792331,12281.0,0.12775599827313178,0.12775599827313178,958,984
query_cycle_4_12.graph,5,13862.97835165832,12281.0,0.12881510883953418,0.12881510883953418,976,984
query_cycle_4_12.graph,6,13229.183630513615,12281.0,0.0772073634487106,0.0772073634487106,984,984
query_cycle_4_12.graph,7,13859.13568439076,12281.0,0.1285022135323475,0.1285022135323475,972,984
query_cycle_4_12.graph,8,10820.222249475913,12281.0,-0.1189461567074413,0.1189461567074413,983,984
query_cycle_4_12.graph,9,13772.042200000029,12281.0,0.12141048774529997,0.12141048774529997,984,984
query_cycle_4_12.graph,10,11309.905665659644,12281.0,-0.0790729040257598,0.0790729040257598,981,984
query_cycle_4_2.graph,1,8924.363069796686,10219.0,-0.12668919955018246,0.12668919955018246,1004,1007
query_cycle_4_2.graph,2,9546.163758374605,10219.0,-0.06584169112686122,0.06584169112686122,1007,1007
query_cycle_4_2.graph,3,10419.835648934097,10219.0,0.019653160674635167,0.019653160674635167,1002,1007
query_cycle_4_2.graph,4,10679.662619238266,10219.0,0.04507903114182077,0.04507903114182077,1005,1007
query_cycle_4_2.graph,5,11048.043773631829,10219.0,0.08112768114608367,0.08112768114608367,1007,1007
query_cycle_4_2.graph,6,10433.984573469364,10219.0,0.021037731037221303,0.021037731037221303,978,1007
query_cycle_4_2.graph,7,9360.406631292499,10219.0,-0.08401931389641855,0.08401931389641855,971,1007
query_cycle_4_2.graph,8,9983.082044837744,10219.0,-0.02308620757043316,0.02308620757043316,1006,1007
query_cycle_4_2.graph,9,10811.762032720233,10219.0,0.05800587461789148,0.05800587461789148,1002,1007
query_cycle_4_2.graph,10,10958.303238774586,10219.0,0.07234594762448245,0.07234594762448245,995,1007
query_cycle_4_11.graph,1,10844.045866797913,9683.0,0.11990559400990528,0.11990559400990528,1304,1320
query_cycle_4_11.graph,2,10077.348865029795,9683.0,0.04072589745221471,0.04072589745221471,1294,1320
query_cycle_4_11.graph,3,10084.904467631603,9683.0,0.041506193083920534,0.041506193083920534,1286,1320
query_cycle_4_11.graph,4,9081.90695475413,9683.0,-0.06207715018546634,0.06207715018546634,1286,1320
query_cycle_4_11.graph,5,10344.189100131072,9683.0,0.06828349686368608,0.06828349686368608,1311,1320
query_cycle_4_11.graph,6,9955.218974195692,9683.0,0.028113082122863963,0.028113082122863963,1282,1320
query_cycle_4_11.graph,7,9787.344980262314,9683.0,0.01077610040920319,0.01077610040920319,1272,1320
query_cycle_4_11.graph,8,8883.45199047935,9683.0,-0.08257234426527413,0.08257234426527413,1308,1320
query_cycle_4_11.graph,9,10101.827935131596,9683.0,0.04325394352283341,0.04325394352283341,1292,1320
query_cycle_4_11.graph,10,9761.259736983633,9683.0,0.008082178765220804,0.008082178765220804,1290,1320
query_cycle_4_16.graph,1,18846.14218181818,17672.0,0.06644082060990157,0.06644082060990157,854,907
query_cycle_4_16.graph,2,22288.46204287599,17672.0,0.2612303102578085,0.2612303102578085,867,907
query_cycle_4_16.graph,3,19171.411165251986,17672.0,0.08484671600565788,0.08484671600565788,855,907
query_cycle_4_16.graph,4,18227.191138492057,17672.0,0.03141642929448035,0.03141642929448035,846,907
query_cycle_4_16.graph,5,20131.561981746032,17672.0,0.13917847338988412,0.13917847338988412,867,907
query_cycle_4_16.graph,6,17096.3706226913,17672.0,-0.03257296159510535,0.03257296159510535,885,907
query_cycle_4_16.graph,7,20054.11447387267,17672.0,0.1347959752078242,0.1347959752078242,854,907
query_cycle_4_16.graph,8,17473.14370665778,17672.0,-0.01125261958704288,0.01125261958704288,881,907
query_cycle_4_16.graph,9,16330.003593667536,17672.0,-0.0759391357136976,0.0759391357136976,856,907
query_cycle_4_16.graph,10,18653.839379051376,17672.0,0.05555904136777821,0.05555904136777821,878,907
query_cycle_4_23.graph,1,10567.933785081445,9758.0,0.08300202757547084,0.08300202757547084,1283,1339
query_cycle_4_23.graph,2,10470.137790476196,9758.0,0.07297989244478333,0.07297989244478333,1305,1339
query_cycle_4_23.graph,3,10169.21758922978,9758.0,0.04214158528692151,0.04214158528692151,1295,1339
query_cycle_4_23.graph,4,9711.157785901654,9758.0,-0.004800390868861008,0.004800390868861008,1276,1339
query_cycle_4_23.graph,5,10324.564472469063,9758.0,0.058061536428475384,0.058061536428475384,1292,1339
query_cycle_4_23.graph,6,9057.404090684055,9758.0,-0.07179708027423093,0.07179708027423093,1296,1339
query_cycle_4_23.graph,7,10093.263769321149,9758.0,0.03435783657728521,0.03435783657728521,1288,1339
query_cycle_4_23.graph,8,9642.013055932219,9758.0,-0.011886343929881249,0.011886343929881249,1315,1339
query_cycle_4_23.graph,9,9958.225756966165,9758.0,0.02051913885695482,0.02051913885695482,1305,1339
query_cycle_4_23.graph,10,9728.10420364585,9758.0,-0.003063721700568832,0.003063721700568832,1304,1339
query_cycle_4_30.graph,1,11984.79320785342,11539.0,0.0386336084455689,0.0386336084455689,929,955
query_cycle_4_30.graph,2,10335.50784557753,11539.0,-0.10429778615326031,0.10429778615326031,937,955
query_cycle_4_30.graph,3,10533.761247357299,11539.0,-0.08711662645313294,0.08711662645313294,955,955
query_cycle_4_30.graph,4,12182.742654006242,11539.0,0.05578842655396849,0.05578842655396849,936,955
query_cycle_4_30.graph,5,10549.035787799794,11539.0,-0.08579289472226415,0.08579289472226415,904,955
query_cycle_4_30.graph,6,11684.860879916761,11539.0,0.01264068636075582,0.01264068636075582,910,955
query_cycle_4_30.graph,7,11057.679016337155,11539.0,-0.04171253866564215,0.04171253866564215,950,955
query_cycle_4_30.graph,8,10385.331735587928,11539.0,-0.09997991718624422,0.09997991718624422,915,955
query_cycle_4_30.graph,9,12403.536226757606,11539.0,0.07492297658008541,0.07492297658008541,927,955
query_cycle_4_30.graph,10,10373.698480437053,11539.0,-0.10098808558479477,0.10098808558479477,918,955
query_cycle_4_10.graph,1,19338.59765169608,17947.0,0.07753929078375661,0.07753929078375661,848,868
query_cycle_4_10.graph,2,16244.357371370435,17947.0,-0.09487059835234661,0.09487059835234661,856,868
query_cycle_4_10.graph,3,18509.236891723212,17947.0,0.03132762532586017,0.03132762532586017,868,868
query_cycle_4_10.graph,4,15460.315315332442,17947.0,-0.1385571228989557,0.1385571228989557,857,868
query_cycle_4_10.graph,5,18050.285602439024,17947.0,0.005755034403467094,0.005755034403467094,856,868
query_cycle_4_10.graph,6,15072.81938344642,17947.0,-0.16014824854034546,0.16014824854034546,854,868
query_cycle_4_10.graph,7,17575.566714634166,17947.0,-0.02069612109911597,0.02069612109911597,847,868
query_cycle_4_10.graph,8,16456.343508955237,17947.0,-0.08305881155874315,0.08305881155874315,861,868
query_cycle_4_10.graph,9,17247.899924693054,17947.0,-0.038953589753549095,0.038953589753549095,868,868
query_cycle_4_10.graph,10,16073.654129076096,17947.0,-0.10438211795419312,0.10438211795419312,859,868
query_cycle_4_24.graph,1,11721.316205567473,12281.0,-0.045573145055982985,0.045573145055982985,967,976
query_cycle_4_24.graph,2,12461.277092500028,12281.0,0.014679349605083276,0.014679349605083276,976,976
query_cycle_4_24.graph,3,12071.996492330996,12281.0,-0.017018443747984995,0.017018443747984995,962,976
query_cycle_4_24.graph,4,13196.030398181849,12281.0,0.0745078086623116,0.0745078086623116,967,976
query_cycle_4_24.graph,5,13665.50888392318,12281.0,0.1127358426775653,0.1127358426775653,972,976
query_cycle_4_24.graph,6,14054.47860101422,12281.0,0.14440832188048366,0.14440832188048366,968,976
query_cycle_4_24.graph,7,11524.870945454566,12281.0,-0.06156901347980083,0.06156901347980083,969,976
query_cycle_4_24.graph,8,13499.732361702145,12281.0,0.09923722512027887,0.09923722512027887,962,976
query_cycle_4_24.graph,9,12801.506293489345,12281.0,0.04238305459566362,0.04238305459566362,976,976
query_cycle_4_24.graph,10,13196.409872210988,12281.0,0.07453870793998765,0.07453870793998765,956,976
query_cycle_4_26.graph,1,11214.414108943094,10193.0,0.10020740792142589,0.10020740792142589,989,989
query_cycle_4_26.graph,2,10389.713681287722,10193.0,0.019298899370913523,0.019298899370913523,989,989
query_cycle_4_26.graph,3,9157.622755823291,10193.0,-0.10157728285850179,0.10157728285850179,944,989
query_cycle_4_26.graph,4,10026.925811233692,10193.0,-0.016292964658717553,0.016292964658717553,978,989
query_cycle_4_26.graph,5,10709.056958291449,10193.0,0.050628564533645504,0.050628564533645504,963,989
query_cycle_4_26.graph,6,9110.023909547732,10193.0,-0.10624704115101229,0.10624704115101229,977,989
query_cycle_4_26.graph,7,9599.067568937862,10193.0,-0.05826865800668476,0.05826865800668476,959,989
query_cycle_4_26.graph,8,10629.313494779119,10193.0,0.04280520894526819,0.04280520894526819,958,989
query_cycle_4_26.graph,9,10512.438129058111,10193.0,0.03133897076995108,0.03133897076995108,963,989
query_cycle_4_26.graph,10,9545.259917700912,10193.0,-0.06354754069450481,0.06354754069450481,989,989
query_cycle_4_31.graph,1,12334.7765703434,11609.0,0.06251844003302608,0.06251844003302608,947,973
query_cycle_4_31.graph,2,11591.584162795707,11609.0,-0.0015002013269267795,0.0015002013269267795,949,973
query_cycle_4_31.graph,3,11190.696881856107,11609.0,-0.0360326572610813,0.0360326572610813,959,973
query_cycle_4_31.graph,4,11477.960115739781,11609.0,-0.011287783983135409,0.011287783983135409,973,973
query_cycle_4_31.graph,5,10795.986625340322,11609.0,-0.0700330239176224,0.0700330239176224,963,973
query_cycle_4_31.graph,6,14085.458326951099,11609.0,0.21332227814205346,0.21332227814205346,957,973
query_cycle_4_31.graph,7,12813.08968126951,11609.0,0.1037203618976234,0.1037203618976234,929,973
query_cycle_4_31.graph,8,10740.877247857894,11609.0,-0.07478014920683143,0.07478014920683143,923,973
query_cycle_4_31.graph,9,12183.25621083334,11609.0,0.04946646660636923,0.04946646660636923,962,973
query_cycle_4_31.graph,10,13539.890448387108,11609.0,0.16632702630606497,0.16632702630606497,968,973
query_cycle_4_3.graph,1,8670.818472653624,9157.0,-0.05309397481122379,0.05309397481122379,1245,1301
query_cycle_4_3.graph,2,8028.769653047563,9157.0,-0.12320960434120747,0.12320960434120747,1234,1301
query_cycle_4_3.graph,3,9028.921233243978,9157.0,-0.013986979005790287,0.013986979005790287,1268,1301
query_cycle_4_3.graph,4,9204.386096385555,9157.0,0.005174849446931855,0.005174849446931855,1238,1301
query_cycle_4_3.graph,5,9305.625100067171,9157.0,0.016230763357777758,0.016230763357777758,1271,1301
query_cycle_4_3.graph,6,8921.309032258065,9157.0,-0.02573888475941196,0.02573888475941196,1239,1301
query_cycle_4_3.graph,7,8769.571711989296,9157.0,-0.04230952146016205,0.04230952146016205,1241,1301
query_cycle_4_3.graph,8,8367.007678499673,9157.0,-0.08627195822871325,0.08627195822871325,1257,1301
query_cycle_4_3.graph,9,8425.74866990291,9157.0,-0.07985708530054489,0.07985708530054489,1226,1301
query_cycle_4_3.graph,10,7955.808542895449,9157.0,-0.13117740057928917,0.13117740057928917,1260,1301
query_cycle_4_27.graph,1,8291.657458949434,9634.0,-0.139333873889409,0.139333873889409,993,993
query_cycle_4_27.graph,2,9065.020710105893,9634.0,-0.05905950694354441,0.05905950694354441,983,993
query_cycle_4_27.graph,3,8853.55501911766,9634.0,-0.08100944372870451,0.08100944372870451,990,993
query_cycle_4_27.graph,4,8241.13662970876,9634.0,-0.14457788771966362,0.14457788771966362,993,993
