query_basename,method,T_true,T_hat,Qerror,AbsRelativeError,SuccessRate,n_post,trials
query_cycle_6_142.graph,Uniform,976115.0,516410.9315068493,-0.47095277553684833,0.47095277553684833,0.01834637964774951,474,4088
query_cycle_6_143.graph,Uniform,557230.0,2868751.8218527315,4.148236494540372,4.148236494540372,0.002672209026128266,153,10104
query_cycle_6_145.graph,Uniform,2573014.0,223980.22715013486,-0.9129502493378836,0.9129502493378836,0.008990110878034162,241,3337
query_cycle_6_147.graph,Uniform,2399067.0,388404.8564951258,-0.8381017051649138,0.8381017051649138,0.00974835638177284,343,4411
query_cycle_6_153.graph,Uniform,111915.0,48339.826833073326,-0.5680665966753936,0.5680665966753936,0.014820592823712949,280,2564
query_cycle_6_154.graph,Uniform,557230.0,670542.8185654009,0.2033501759872959,0.2033501759872959,0.003955696202531646,153,7584
query_cycle_6_155.graph,Uniform,210455.0,178704.17876053398,-0.15086750725554643,0.15086750725554643,0.0007830561563129242,168,26818
query_cycle_6_156.graph,Uniform,2286698.0,58819157.14574899,24.72231101166354,24.72231101166354,0.01098901098901099,252,3458
query_cycle_6_157.graph,Uniform,111915.0,104245.91926345609,-0.06852594144255829,0.06852594144255829,0.00414811817078106,279,9884
query_cycle_6_160.graph,Uniform,5454872.0,47183209.64312267,7.649737270301241,7.649737270301241,0.04956629491945477,307,807
query_cycle_6_161.graph,Uniform,2802.0,1270.23295,-0.5466691827266238,0.5466691827266238,0.0006,101,40000
query_cycle_6_164.graph,Uniform,42698.0,31169.374860404518,-0.2700038676189864,0.2700038676189864,0.004094800843777144,217,8059
query_cycle_6_165.graph,Uniform,1358928.0,331568.86223461956,-0.7560070421430573,0.7560070421430573,0.008678134201146754,393,6453
query_cycle_6_167.graph,Uniform,116775.0,22494.88771999209,-0.8073655515307893,0.8073655515307893,0.0019379078505042514,378,25285
query_cycle_6_172.graph,Uniform,210455.0,5829.615072706935,-0.9722999450110145,0.9722999450110145,0.0006291946308724832,171,28608
query_cycle_6_173.graph,Uniform,42698.0,41929.56694135913,-0.017996933313992897,0.017996933313992897,0.004299534217126478,221,8373
query_cycle_6_174.graph,Uniform,5454872.0,10457151.904950496,0.9170297497265739,0.9170297497265739,0.09306930693069307,318,505
query_cycle_6_175.graph,Uniform,1276776.0,482099.30667838315,-0.6224088589710465,0.6224088589710465,0.009666080843585237,304,4552
query_cycle_6_176.graph,Uniform,116775.0,18688.212095639945,-0.8399639298168277,0.8399639298168277,0.0032348804500703233,380,14220
query_cycle_6_178.graph,Uniform,2286698.0,208100.04985507246,-0.9089953942955858,0.9089953942955858,0.010144927536231883,249,3450
query_cycle_6_180.graph,Uniform,65084.0,111247.1878,0.7092862731239629,0.7092862731239629,0.000425,153,40000
query_cycle_6_181.graph,Uniform,210455.0,61861.59927114224,-0.7060578305521739,0.7060578305521739,0.0007860230804959092,169,27989
query_cycle_6_182.graph,Uniform,5454872.0,28264434.782822087,4.181502844213775,4.181502844213775,0.05644171779141104,313,815
query_cycle_6_184.graph,Uniform,4902.0,2077.131601484442,-0.5762685431488287,0.5762685431488287,0.0012560662289466172,159,17515
query_cycle_6_186.graph,Uniform,1163.0,1513.1172,0.3010466036113499,0.3010466036113499,0.000475,204,40000
query_cycle_6_187.graph,Uniform,116775.0,15848.094451412015,-0.8642852112916976,0.8642852112916976,0.0019028672750075683,372,23123
query_cycle_6_190.graph,Uniform,5454872.0,8219846.210953346,0.5068815933633908,0.5068815933633908,0.08924949290060852,311,493
query_cycle_6_202.graph,Uniform,557230.0,104646.46984724535,-0.8122023763127517,0.8122023763127517,0.0015927025266053718,154,13813
query_cycle_6_39.graph,Uniform,5454872.0,3036166.362549801,-0.4434028218169371,0.4434028218169371,0.054780876494023904,318,1004
query_cycle_6_45.graph,Uniform,2286698.0,399773.12621359224,-0.8251744978070596,0.8251744978070596,0.009708737864077669,258,4429
query_cycle_6_54.graph,Uniform,2286698.0,565800.1297236322,-0.752568931392063,0.752568931392063,0.012690355329949238,256,3546
query_cycle_6_58.graph,Uniform,849090.0,610432.1658097686,-0.28107483799153377,0.28107483799153377,0.01992287917737789,369,3112
query_cycle_6_59.graph,Uniform,116775.0,35759.42275753722,-0.693775013851105,0.693775013851105,0.003740555098376599,373,13367
query_cycle_6_60.graph,Uniform,1030376.0,62614.47456488139,-0.9392314314727037,0.9392314314727037,0.001612794839056515,160,14881
query_cycle_6_61.graph,Uniform,557230.0,281193.3737704918,-0.49537287337276925,0.49537287337276925,0.0015482695810564663,154,10980
query_cycle_6_62.graph,Uniform,345968.0,311434.15458433295,-0.09981803350502662,0.09981803350502662,0.0018775425054761655,164,9587
query_cycle_6_63.graph,Uniform,307008.0,397469.79182449495,0.29465613868203744,0.29465613868203744,0.006549873737373737,427,12672
query_cycle_6_65.graph,Uniform,122652.0,70018.79201451906,-0.42912637368718765,0.42912637368718765,0.005372050816696915,625,13775
query_cycle_6_66.graph,Uniform,532012.0,514766.32409152086,-0.0324159528515882,0.0324159528515882,0.0019919246298788695,305,18575
query_cycle_6_68.graph,Uniform,5454872.0,2654708.1447368423,-0.5133326419507475,0.5133326419507475,0.040413533834586464,313,1064
query_cycle_6_72.graph,Uniform,4902.0,2791.5717585463503,-0.430523917065208,0.430523917065208,0.0018478595626732369,162,12988
query_cycle_6_73.graph,Uniform,1096.0,367.9438,-0.6642848540145986,0.6642848540145986,0.0004,85,40000
query_cycle_6_76.graph,Uniform,5454872.0,1148467.6701846966,-0.7894601981156119,0.7894601981156119,0.047493403693931395,314,758
query_cycle_6_82.graph,Uniform,44732.0,4776.33695563363,-0.8932232639802907,0.8932232639802907,0.0017975324781436392,221,12239
query_cycle_6_87.graph,Uniform,5454872.0,626702.5260058881,-0.8851114148955487,0.8851114148955487,0.042198233562315994,317,1019
query_cycle_6_88.graph,Uniform,2802.0,1174.1128,-0.5809733047822984,0.5809733047822984,0.0004,111,40000
query_cycle_6_89.graph,Uniform,4902.0,1103.4300902597042,-0.7749020623705214,0.7749020623705214,0.0013289772412647433,166,18059
query_cycle_6_92.graph,Uniform,5454872.0,1246282.2598425196,-0.7715285968502066,0.7715285968502066,0.08858267716535433,315,508
query_cycle_6_96.graph,Uniform,44732.0,20643.9285313377,-0.5384975290320643,0.5384975290320643,0.0034611786716557532,220,10690
query_cycle_8_222.graph,Uniform,2532424.0,67083.5963,-0.9735101245683978,0.9735101245683978,0.0004,194,40000
query_cycle_8_223.graph,Uniform,30140.0,396.8832,-0.9868320106171201,0.9868320106171201,0.0001,20,40000
query_cycle_8_225.graph,Uniform,2517349.0,3199521.4601,0.2709884327123493,0.2709884327123493,0.000975,310,40000
query_cycle_8_232.graph,Uniform,138802.0,6755.2828,-0.9513315168369333,0.9513315168369333,0.000125,30,40000
query_cycle_8_249.graph,Uniform,634306.0,17575.51775,-0.9722917365593262,0.9722917365593262,0.000275,108,40000
query_cycle_8_250.graph,Uniform,634306.0,33781.58175,-0.946742452775159,0.946742452775159,0.00025,97,40000
query_cycle_8_251.graph,Uniform,2416537.0,407592.8320118647,-0.8313318471797184,0.8313318471797184,0.0011123153271347897,215,35062
query_cycle_8_254.graph,Uniform,450134.0,138106.83726381385,-0.6931872792017181,0.6931872792017181,0.0012577537661149702,269,34983
query_cycle_8_261.graph,Uniform,375112.0,195673.90937589057,-0.47835870519767276,0.47835870519767276,0.0013434841021047917,201,24563
query_cycle_8_262.graph,Uniform,1157959.0,298544.45430867275,-0.7421804620814098,0.7421804620814098,0.0013854253255749516,209,18045
query_cycle_8_264.graph,Uniform,634306.0,305148.40265,-0.5189255617162695,0.5189255617162695,0.00035,110,40000
query_cycle_8_265.graph,Uniform,2416537.0,583501.9558411752,-0.7585379591369074,0.7585379591369074,0.0010098691760385586,216,21785
query_cycle_8_268.graph,Uniform,405896.0,76515.0759136447,-0.8114909338509256,0.8114909338509256,0.0009171722872865811,147,14174
query_cycle_8_270.graph,Uniform,621940.0,6788.3564,-0.9890851908544231,0.9890851908544231,0.0001,35,40000
query_cycle_8_274.graph,Uniform,946374.0,1711975.0437642296,0.8089835982013767,0.8089835982013767,0.0013281052365292183,171,15812
query_cycle_8_281.graph,Uniform,563140.0,284443.9727015053,-0.49489652182138494,0.49489652182138494,0.000880596604199345,222,36339
query_cycle_8_292.graph,Uniform,71096.0,18190.48,-0.7441420051761,0.7441420051761,0.0005,163,40000
query_cycle_8_302.graph,Uniform,2416537.0,221057.6275979376,-0.9085229700195208,0.9085229700195208,0.0013288683357252963,218,18813
query_cycle_8_304.graph,Uniform,34491.0,14469.7,-0.580478965527239,0.580478965527239,0.0003,97,40000
query_cycle_8_309.graph,Uniform,671120.0,14693.98035,-0.9781052861634284,0.9781052861634284,0.00035,101,40000
query_cycle_8_314.graph,Uniform,5151072.0,7588743.677654128,0.4732357997818954,0.4732357997818954,0.0010578428468666695,199,23633
query_cycle_8_316.graph,Uniform,946374.0,262393.5415436525,-0.7227380068095145,0.7227380068095145,0.0013180092787853227,172,18968
query_cycle_8_318.graph,Uniform,2416537.0,17092.540039589705,-0.9929268452998693,0.9929268452998693,0.000944754363865395,215,22228
query_cycle_8_326.graph,Uniform,1237604.0,2615128.621659634,1.1130576676058208,1.1130576676058208,0.005313330207844975,251,6399
query_cycle_8_329.graph,Uniform,2416537.0,100333.99468556244,-0.9584802572087403,0.9584802572087403,0.000858060230292294,214,36128
query_cycle_8_332.graph,Uniform,26294.0,74.4156,-0.9971698638472656,0.9971698638472656,2.5e-05,19,40000
query_cycle_8_335.graph,Uniform,1237604.0,1052105.0708661417,-0.1498855281122704,0.1498855281122704,0.012598425196850394,254,3175
query_cycle_8_337.graph,Uniform,662563.0,86887.44785,-0.8688616058397466,0.8688616058397466,0.000275,111,40000
query_cycle_8_342.graph,Uniform,946374.0,140497.6416734268,-0.8515411014319636,0.8515411014319636,0.001216826978792444,167,17258
query_cycle_8_347.graph,Uniform,3414886.0,6224390.54055,0.8227227909072221,0.8227227909072221,0.000325,111,40000
query_cycle_8_355.graph,Uniform,946374.0,5537704.34021683,4.851496702378585,4.851496702378585,0.0012906556530717604,175,15496
query_cycle_8_362.graph,Uniform,563140.0,100733.39707974107,-0.8211219286860442,0.8211219286860442,0.0006966820517286423,216,34449
query_cycle_8_372.graph,Uniform,558704.0,394647.79942003125,-0.293637061091327,0.293637061091327,0.0010707115770689272,180,22415
query_cycle_8_375.graph,Uniform,621940.0,405999.111,-0.34720533974338363,0.34720533974338363,0.0001,33,40000
query_cycle_8_376.graph,Uniform,946374.0,270891.4561437781,-0.7137585604171521,0.7137585604171521,0.0026372338347333464,170,10238
query_cycle_8_378.graph,Uniform,666246.0,98905.91932227544,-0.8515474474559316,0.8515474474559316,0.0010292545821622263,192,25261
query_cycle_8_383.graph,Uniform,575815.0,419906.9811074919,-0.27076060695276805,0.27076060695276805,0.002047463936714751,182,10745
query_cycle_8_387.graph,Uniform,249078.0,108140.3365,-0.5658374625619284,0.5658374625619284,0.00035,97,40000
query_cycle_8_543.graph,Uniform,946374.0,111079.42631578947,-0.8826262911747476,0.8826262911747476,0.0008928571428571428,171,21280
query_cycle_8_592.graph,Uniform,1818232.0,231221.6718,-0.8728315903581061,0.8728315903581061,0.00055,140,40000
query_path_4_0.graph,Uniform,3582058.0,17143426.053547524,3.785915262552288,3.785915262552288,0.13386880856760375,622,747
query_path_4_1.graph,Uniform,3582058.0,1658883.8881118882,-0.5368908353488726,0.5368908353488726,0.11748251748251748,611,715
query_path_4_10.graph,Uniform,491800.0,405831.91139240505,-0.17480294552174655,0.17480294552174655,0.1160337552742616,407,474
query_path_4_11.graph,Uniform,130348.0,68987.15891741846,-0.4707463181834899,0.4707463181834899,0.011103400416377515,298,2882
query_path_4_12.graph,Uniform,72824.0,34165.504614549405,-0.5308482833331126,0.5308482833331126,0.017915309446254073,900,7368
query_path_4_13.graph,Uniform,443091.0,88618.64209505335,-0.7999990022477249,0.7999990022477249,0.06062075654704171,824,2062
query_path_4_14.graph,Uniform,2487494.0,2013283.5576619273,-0.1906378235839253,0.1906378235839253,0.1263823064770932,525,633
query_path_4_15.graph,Uniform,370871.0,214022.6830122592,-0.4229187965296311,0.4229187965296311,0.06830122591943957,387,571
query_path_4_16.graph,Uniform,130348.0,158485.8082731451,0.21586682015178688,0.21586682015178688,0.012147078135259356,306,3046
query_path_4_17.graph,Uniform,95992.0,64992.258614301594,-0.3229408845080674,0.3229408845080674,0.023712486105965172,398,2699
query_path_4_18.graph,Uniform,443091.0,114998.66473429951,-0.7404626482273404,0.7404626482273404,0.06038647342995169,816,2070
query_path_4_19.graph,Uniform,95992.0,117459.54890068233,0.2236389376269099,0.2236389376269099,0.02312357846853677,396,2638
query_path_4_2.graph,Uniform,72824.0,22276.10446998723,-0.6941103967100513,0.6941103967100513,0.01992337164750958,904,7830
query_path_4_20.graph,Uniform,130348.0,34491.27570093458,-0.73539083299372,0.73539083299372,0.012850467289719626,305,2568
query_path_4_21.graph,Uniform,4396.0,3843.6048734770384,-0.12565858201159272,0.12565858201159272,0.01836925960637301,670,5335
query_path_4_3.graph,Uniform,2487494.0,1566462.5891980361,-0.3702647768404522,0.3702647768404522,0.13747954173486088,523,611
query_path_4_9.graph,Uniform,491800.0,405258.0600858369,-0.17596978429069354,0.17596978429069354,0.14377682403433475,406,466
query_path_6_100.graph,Uniform,1373568.0,717239.4324953445,-0.47782750290095244,0.47782750290095244,0.0040347610180012415,379,12888
query_path_6_101.graph,Uniform,849090.0,1694737.7648676522,0.9959459714136926,0.9959459714136926,0.0178755586112066,369,2909
query_path_6_102.graph,Uniform,5454872.0,6529530.424242424,0.19700891684395597,0.19700891684395597,0.1341991341991342,317,462
query_path_6_103.graph,Uniform,2573014.0,701735.3091321611,-0.7272710878634313,0.7272710878634313,0.009642654566080544,237,3526
query_path_6_104.graph,Uniform,2286698.0,451387.40079486393,-0.8026029669003673,0.8026029669003673,0.011311525527361662,253,3271
query_path_6_105.graph,Uniform,5454872.0,3115033.5708333333,-0.4289446991912306,0.4289446991912306,0.10416666666666667,304,480
query_path_6_107.graph,Uniform,2573014.0,1568019.856023222,-0.3905902354113806,0.3905902354113806,0.013352685050798258,240,3445
query_path_6_110.graph,Uniform,2286698.0,401784.45652823424,-0.8242949193429853,0.8242949193429853,0.00985957573946818,250,3347
query_path_6_113.graph,Uniform,849090.0,719135.3108108108,-0.15305172501052802,0.15305172501052802,0.01833976833976834,362,3108
query_path_6_114.graph,Uniform,3038468.0,3342603.380832915,0.10009497576835273,0.10009497576835273,0.011373139320956682,506,5979
query_path_6_115.graph,Uniform,1276776.0,359192.8527868033,-0.7186719888321809,0.7186719888321809,0.012496875781054736,305,4001
query_path_6_116.graph,Uniform,976115.0,583325.6268576544,-0.40240071420103735,0.40240071420103735,0.01342882721575649,471,5585
query_path_6_117.graph,Uniform,3038468.0,2722424.3373253495,-0.10401414879954324,0.10401414879954324,0.0093562874251497,505,8016
query_path_6_118.graph,Uniform,766547.0,552839.08639205,-0.27879296847805807,0.27879296847805807,0.013623978201634877,504,6239
query_path_6_119.graph,Uniform,2399067.0,468589.3116141316,-0.8046785222696442,0.8046785222696442,0.009731330653691559,343,4727
query_path_6_120.graph,Uniform,5454872.0,1186607.7270471463,-0.7824682729407498,0.7824682729407498,0.04714640198511166,311,806
query_path_6_122.graph,Uniform,849090.0,462469.1344370861,-0.4553355540200849,0.4553355540200849,0.02052980132450331,366,3020
query_path_6_123.graph,Uniform,2399067.0,2853329.640641266,0.18934970996694384,0.18934970996694384,0.010618363522798251,347,4803
query_path_6_124.graph,Uniform,5454872.0,1541680.7636363637,-0.7173754464566054,0.7173754464566054,0.045454545454545456,309,770
query_path_6_125.graph,Uniform,5454872.0,1251386.849187935,-0.770592811492564,0.770592811492564,0.04988399071925754,318,862
query_path_6_127.graph,Uniform,499995.0,188644.4825908469,-0.6227072618909252,0.6227072618909252,0.008058385282043485,428,6577
query_path_6_128.graph,Uniform,976115.0,489522.1890547264,-0.4984994708054621,0.4984994708054621,0.01990049751243781,470,3417
query_path_6_129.graph,Uniform,766547.0,697294.6331262313,-0.09034327559010569,0.09034327559010569,0.01272920139415063,507,6599
query_path_6_130.graph,Uniform,2399067.0,1449656.387733219,-0.3957415996580258,0.3957415996580258,0.011151619129315891,352,4663
query_path_6_131.graph,Uniform,499995.0,598817.321081081,0.1976466186283484,0.1976466186283484,0.011583011583011582,427,6475
query_path_6_132.graph,Uniform,2399067.0,7714735.936507937,2.215723419357582,2.215723419357582,0.011111111111111112,347,4410
query_path_6_22.graph,Uniform,1358928.0,2689311.892393321,0.9789951288024978,0.9789951288024978,0.016697588126159554,397,3773
query_path_6_27.graph,Uniform,2137791.0,569574.1671357978,-0.7335688254203531,0.7335688254203531,0.0036279477075123537,420,15987
query_path_6_28.graph,Uniform,5454872.0,2386416.939516129,-0.5625164184391258,0.5625164184391258,0.0846774193548387,310,496
query_path_6_29.graph,Uniform,2137791.0,10072624.166157944,3.711697339056037,3.711697339056037,0.004273267106942672,420,18019
query_path_6_30.graph,Uniform,2286698.0,620093.6394019349,-0.728825739384066,0.728825739384066,0.010260920551158018,249,3411
query_path_6_31.graph,Uniform,2137791.0,8576488.927150773,3.011846306374558,3.011846306374558,0.003966170895304754,422,17145
query_path_6_32.graph,Uniform,2573014.0,489756.0767732962,-0.8096566607203474,0.8096566607203474,0.00890125173852573,242,3595
query_path_6_34.graph,Uniform,2286698.0,980630.3650793651,-0.571158777818774,0.571158777818774,0.010770975056689343,247,3528
query_path_6_36.graph,Uniform,1358928.0,508725.4901793339,-0.6256420574310532,0.6256420574310532,0.012809564474807857,390,4684
query_path_6_37.graph,Uniform,849090.0,653699.8136604774,-0.23011716819126665,0.23011716819126665,0.016909814323607428,360,3016
query_path_6_38.graph,Uniform,2573014.0,474505.80474934034,-0.8155836677338949,0.8155836677338949,0.01154353562005277,241,3032
query_path_6_39.graph,Uniform,2286698.0,1069910.7530548451,-0.5321154113683376,0.5321154113683376,0.008525149190110827,255,3519
query_path_6_40.graph,Uniform,2399067.0,1708438.4199706314,-0.28787381929282035,0.28787381929282035,0.009230123767568701,342,4767
query_path_6_42.graph,Uniform,2286698.0,842358.3403238652,-0.6316267647394342,0.6316267647394342,0.009822139633660737,252,3767
query_path_6_45.graph,Uniform,2286698.0,1021678.1875204182,-0.5532080810319429,0.5532080810319429,0.010454099967330937,248,3061
query_path_6_48.graph,Uniform,766547.0,294904.14819369715,-0.6152823659949134,0.6152823659949134,0.01137586471944658,508,6505
query_path_6_49.graph,Uniform,2573014.0,475107.72354211664,-0.8153497324374773,0.8153497324374773,0.011724776303609998,237,3241
query_path_6_5.graph,Uniform,766547.0,3431902.7016048855,3.477093644101256,3.477093644101256,0.0097997443544951,513,7041
query_path_6_50.graph,Uniform,1030376.0,802657.5801282051,-0.22100516692139072,0.22100516692139072,0.00641025641025641,162,3744
query_path_6_51.graph,Uniform,2399067.0,682444.0339805825,-0.7155377344690321,0.7155377344690321,0.010113268608414239,347,4944
query_path_6_52.graph,Uniform,2137791.0,374754.3438250693,-0.8247001957510958,0.8247001957510958,0.0034493378503233753,412,16235
query_path_6_53.graph,Uniform,976115.0,413831.17721518985,-0.5760426002928037,0.5760426002928037,0.01778179626280892,471,3318
query_path_6_54.graph,Uniform,1030376.0,204592.93193384225,-0.8014385700619557,0.8014385700619557,0.00826972010178117,161,3144
query_path_6_55.graph,Uniform,1358928.0,327466.52919438283,-0.7590258430215708,0.7590258430215708,0.011086474501108648,395,5412
query_path_6_57.graph,Uniform,976115.0,440812.7870316443,-0.5484007652462627,0.5484007652462627,0.015336827800427102,471,5151
query_path_6_58.graph,Uniform,2286698.0,1170674.4554455446,-0.48805025611359937,0.48805025611359937,0.009900990099009901,250,3434
query_path_6_59.graph,Uniform,1030376.0,187626.6097750194,-0.8179047165549087,0.8179047165549087,0.0067235583139384535,159,3867
query_path_6_60.graph,Uniform,2573014.0,3343476.414746544,0.29943965122091987,0.29943965122091987,0.01184990125082291,240,3038
query_path_6_62.graph,Uniform,2399067.0,1848892.5207100592,-0.22932851783211589,0.22932851783211589,0.008664412510566356,344,4732
query_path_6_63.graph,Uniform,5454872.0,986967.4647887324,-0.819066796656506,0.819066796656506,0.08450704225352113,311,497
query_path_6_66.graph,Uniform,1030376.0,266956.55961683893,-0.7409134533249621,0.7409134533249621,0.007310310057978321,162,3967
query_path_6_67.graph,Uniform,1030376.0,535146.1508424713,-0.48063022542987094,0.48063022542987094,0.005081572612998127,164,3739
query_path_6_68.graph,Uniform,976115.0,464481.4768211921,-0.5241529155671288,0.5241529155671288,0.01634933774834437,476,4832
query_path_6_69.graph,Uniform,2286698.0,919510.2116343491,-0.5978873416453117,0.5978873416453117,0.0110803324099723,250,3610
query_path_6_70.graph,Uniform,2573014.0,916300.5778301887,-0.6438804538839709,0.6438804538839709,0.011497641509433961,237,3392
query_path_6_71.graph,Uniform,2286698.0,1022420.3801270942,-0.5528835114531546,0.5528835114531546,0.010398613518197574,254,3462
query_path_6_73.graph,Uniform,2137791.0,2542524.7205607477,0.18932333448908134,0.18932333448908134,0.004806408544726302,419,14980
query_path_6_75.graph,Uniform,5454872.0,1729076.9259694477,-0.6830215400160723,0.6830215400160723,0.05170387779083431,317,851
query_path_6_76.graph,Uniform,1373568.0,2307338.4245086038,0.6798137584077408,0.6798137584077408,0.004391964864281086,386,13889
query_path_6_77.graph,Uniform,1030376.0,1150062.344959128,0.11615793162799594,0.11615793162799594,0.007356948228882834,161,3670
query_path_6_78.graph,Uniform,1030376.0,1219460.0962833625,0.18350980252195556,0.18350980252195556,0.0054876527812422055,158,4009
query_path_6_80.graph,Uniform,1358928.0,1419662.922509225,0.044693260061773016,0.044693260061773016,0.008050989600805098,395,5962
query_path_6_81.graph,Uniform,2137791.0,2172680.6549208043,0.016320423708774297,0.016320423708774297,0.00409325502758498,414,16857
query_path_6_83.graph,Uniform,1276776.0,1022972.300334768,-0.19878482965315136,0.19878482965315136,0.010999521759923482,302,4182
query_path_6_84.graph,Uniform,1358928.0,767917.5552216378,-0.43490931438484026,0.43490931438484026,0.012584522915101428,387,5324
query_path_6_85.graph,Uniform,355676.0,130117.04697012008,-0.6341697304003642,0.6341697304003642,0.0037419715163362188,371,17905
query_path_6_86.graph,Uniform,1373568.0,656248.247175467,-0.5222309727836795,0.5222309727836795,0.007608946276227807,389,8674
query_path_6_87.graph,Uniform,1030376.0,538590.7941247291,-0.4772871319550056,0.4772871319550056,0.005297375391283409,161,4153
query_path_6_89.graph,Uniform,5454872.0,12821109.619870411,1.3503960532658532,1.3503960532658532,0.08855291576673865,312,463
