query_basename,method,T_true,T_hat,Qerror,AbsRelativeError,SuccessRate,Cost,Trials
query_cycle_6_147.graph,WJ_uniform_multi,1657561.0,387630.285889195,-0.7661441805826784,0.7661441805826784,0.004897459442913988,1003,3267
query_cycle_6_147.graph,WJ_importance_multi,1657561.0,11374298.238888288,5.862069172047537,5.862069172047537,0.00985545335085414,1003,3044
query_cycle_6_153.graph,WJ_uniform_multi,81954.0,57460.458333333336,-0.29886938607836916,0.29886938607836916,0.017195767195767195,1001,3024
query_cycle_6_153.graph,WJ_importance_multi,81954.0,53972.35722439508,-0.34143108055256516,0.34143108055256516,0.019634860489149156,1000,2903
query_cycle_6_154.graph,WJ_uniform_multi,373882.0,811115.1231207469,1.1694414898838321,1.1694414898838321,0.0013451495489792689,1002,12638
query_cycle_6_154.graph,WJ_importance_multi,373882.0,736457.2474602343,0.9697584999016651,0.9697584999016651,0.0017630206420333504,1001,13613
query_cycle_6_155.graph,WJ_uniform_multi,70965.0,908776.7402921597,11.805985208090744,11.805985208090744,0.0003467085798816568,1001,43264
query_cycle_6_155.graph,WJ_importance_multi,70965.0,31106.701664598255,-0.5616613589149827,0.5616613589149827,0.00040121781407094476,1001,42371
query_cycle_6_156.graph,WJ_uniform_multi,1509704.0,5104.96015823679,-0.9966185688332039,0.9966185688332039,0.003390788358293303,1000,3539
query_cycle_6_156.graph,WJ_importance_multi,1509704.0,65048.670732204235,-0.956912963910671,0.956912963910671,0.005558643690939411,1002,3598
query_cycle_6_157.graph,WJ_uniform_multi,81954.0,23706.15455950541,-0.7107382853856382,0.7107382853856382,0.004148702513625641,1000,12293
query_cycle_6_157.graph,WJ_importance_multi,81954.0,176100.20291924867,1.148768857154607,1.148768857154607,0.005379321256229729,1000,12641
query_cycle_6_160.graph,WJ_uniform_multi,3999965.0,1042708.6856435643,-0.7393205476439008,0.7393205476439008,0.04084158415841584,1002,808
query_cycle_6_160.graph,WJ_importance_multi,3999965.0,1481157.581630321,-0.6297073645318594,0.6297073645318594,0.056578947368421055,1002,760
query_cycle_6_161.graph,WJ_uniform_multi,1179.0,453.93516,-0.6149829007633588,0.6149829007633588,0.00032,386,50000
query_cycle_6_161.graph,WJ_importance_multi,1179.0,888.3695320935072,-0.24650591001398878,0.24650591001398878,0.00052,385,50000
query_cycle_6_164.graph,WJ_uniform_multi,31196.0,22595.090470930816,-0.2757055240758169,0.2757055240758169,0.004618937644341801,1001,9959
