query_basename,method,T_true,T_hat,Qerror,AbsRelativeError,SuccessRate,n_post
query_cycle_8_362.graph,Importance (Post),563140.0,500037.8784481196,-0.11205405680981706,0.11205405680981706,0.0021,145
query_cycle_8_372.graph,Uniform,558704.0,451322.3456,-0.1921977548039749,0.1921977548039749,0.00125,160
query_cycle_8_372.graph,Importance (Post),558704.0,69608.32958138498,-0.8754110770973808,0.8754110770973808,0.00245,155
query_cycle_8_375.graph,Uniform,621940.0,0.0,-1.0,1.0,0.0,10
query_cycle_8_375.graph,Importance (Post),621940.0,4138.930288715661,-0.993345129291064,0.993345129291064,0.00015,23
query_cycle_8_376.graph,Uniform,946374.0,519470.4984,-0.45109386098941856,0.45109386098941856,0.0036,397
query_cycle_8_376.graph,Importance (Post),946374.0,422697.148831429,-0.5533508435022211,0.5533508435022211,0.00405,351
query_cycle_8_378.graph,Uniform,666246.0,59712.3177,-0.9103749700561053,0.9103749700561053,0.00085,141
query_cycle_8_378.graph,Importance (Post),666246.0,510359.3707347959,-0.23397758375315436,0.23397758375315436,0.00165,146
query_cycle_8_383.graph,Uniform,575815.0,161012.6203,-0.7203743905594678,0.7203743905594678,0.00175,347
query_cycle_8_383.graph,Importance (Post),575815.0,866317.4519550224,0.5045065723453234,0.5045065723453234,0.0052,268
query_cycle_8_387.graph,Uniform,249078.0,11451.734,-0.9540235026778761,0.9540235026778761,0.00025,50
query_cycle_8_387.graph,Importance (Post),249078.0,367600.7469529707,0.4758459075188121,0.4758459075188121,0.001,47
query_cycle_8_543.graph,Uniform,946374.0,127382.9704,-0.8653989116353576,0.8653989116353576,0.00115,169
query_cycle_8_543.graph,Importance (Post),946374.0,223225.94722563485,-0.7641250211590398,0.7641250211590398,0.0022,162
query_cycle_8_592.graph,Uniform,1818232.0,353676.6758,-0.8054831969737635,0.8054831969737635,0.0005,78
query_cycle_8_592.graph,Importance (Post),1818232.0,2881566.912538901,0.5848180609179142,0.5848180609179142,0.0012,82
query_path_4_0.graph,Uniform,491800.0,5317922.7479,9.813181675274501,9.813181675274501,0.13725,8050
query_path_4_0.graph,Importance (Post),491800.0,2871194.5661569224,4.838134538749334,4.838134538749334,0.19675,7597
query_path_4_1.graph,Uniform,3582058.0,3335687.5384,-0.06877902635859053,0.06877902635859053,0.1323,8022
query_path_4_1.graph,Importance (Post),3582058.0,3933414.290045533,0.09808782829466549,0.09808782829466549,0.199,7704
query_path_4_10.graph,Uniform,491800.0,481485.4688,-0.020973019926799567,0.020973019926799567,0.1302,7978
query_path_4_10.graph,Importance (Post),491800.0,523112.7286,0.06366963928426184,0.06366963928426184,0.1311,7849
query_path_4_11.graph,Uniform,130348.0,134599.1144,0.0326135759658759,0.0326135759658759,0.0129,1915
query_path_4_11.graph,Importance (Post),130348.0,101971.15982439097,-0.21770061815761677,0.21770061815761677,0.0666,1124
query_path_4_12.graph,Uniform,72824.0,43210.6584,-0.40664261232560694,0.40664261232560694,0.0196,2024
query_path_4_12.graph,Importance (Post),72824.0,44584.27875516675,-0.38778041915897576,0.38778041915897576,0.0322,1850
query_path_4_13.graph,Uniform,443091.0,370697.1772,-0.16338364534598993,0.16338364534598993,0.06215,5411
query_path_4_13.graph,Importance (Post),443091.0,524138.0102,0.18291278811801642,0.18291278811801642,0.06135,5323
query_path_4_14.graph,Uniform,2487494.0,1518216.7357,-0.38966014161240187,0.38966014161240187,0.13115,7709
query_path_4_14.graph,Importance (Post),2487494.0,2251510.820284984,-0.09486783876263256,0.09486783876263256,0.18985,7368
query_path_4_15.graph,Uniform,370871.0,366509.2326,-0.011760874805525403,0.011760874805525403,0.11025,6274
query_path_4_15.graph,Importance (Post),370871.0,361122.35277153924,-0.02628581697803484,0.02628581697803484,0.1605,5970
query_path_4_16.graph,Uniform,130348.0,128405.224,-0.014904532482278195,0.014904532482278195,0.01245,1892
query_path_4_16.graph,Importance (Post),130348.0,117841.60413538972,-0.09594620450340845,0.09594620450340845,0.0679,1125
query_path_4_17.graph,Uniform,95992.0,77078.0248,-0.19703699474956246,0.19703699474956246,0.0222,2115
query_path_4_17.graph,Importance (Post),95992.0,94023.89302794098,-0.02050282286085316,0.02050282286085316,0.03625,2055
query_path_4_18.graph,Uniform,443091.0,464539.383,0.04840627094660007,0.04840627094660007,0.0619,5278
query_path_4_18.graph,Importance (Post),443091.0,1010253.783,1.280014225068891,1.280014225068891,0.0634,5378
query_path_4_19.graph,Uniform,95992.0,108094.8603,0.1260819682890241,0.1260819682890241,0.0246,2138
query_path_4_19.graph,Importance (Post),95992.0,92606.54562281781,-0.03526808876971197,0.03526808876971197,0.0372,2071
query_path_4_2.graph,Uniform,370871.0,33499.4226,-0.9096736531031006,0.9096736531031006,0.0205,2057
query_path_4_2.graph,Importance (Post),370871.0,46068.26442269781,-0.8757835893809496,0.8757835893809496,0.0328,1918
query_path_4_20.graph,Uniform,130348.0,72843.2336,-0.44116339644643565,0.44116339644643565,0.01215,1968
query_path_4_20.graph,Importance (Post),130348.0,90340.87244807594,-0.3069255190100658,0.3069255190100658,0.06535,1101
query_path_4_21.graph,Uniform,4396.0,4870.0876,0.10784522292993627,0.10784522292993627,0.0181,1937
query_path_4_21.graph,Importance (Post),4396.0,3931.6242,-0.10563598726114645,0.10563598726114645,0.0181,1861
query_path_4_3.graph,Uniform,2487494.0,2675867.1513,0.07572808268080246,0.07572808268080246,0.12865,7785
query_path_4_3.graph,Importance (Post),2487494.0,2396402.3490094165,-0.03661984752147481,0.03661984752147481,0.19545,7430
query_path_4_9.graph,Uniform,491800.0,503863.8934,0.02453008011386743,0.02453008011386743,0.1299,7884
query_path_4_9.graph,Importance (Post),491800.0,479697.4273,-0.02460872854819036,0.02460872854819036,0.13115,7918
query_path_6_100.graph,Uniform,1373568.0,417663.7563,-0.69592786356409,0.69592786356409,0.00505,516
query_path_6_100.graph,Importance (Post),1373568.0,2399943.792082015,0.7472333310633438,0.7472333310633438,0.0083,524
query_path_6_101.graph,Uniform,849090.0,405217.7472,-0.5227623135356676,0.5227623135356676,0.01815,1649
query_path_6_101.graph,Importance (Post),849090.0,4205472.815259981,3.952917612102346,3.952917612102346,0.03,1586
query_path_6_102.graph,Uniform,5454872.0,5007843.2782,-0.08195035956847391,0.08195035956847391,0.095,6619
query_path_6_102.graph,Importance (Post),5454872.0,5244869.3668,-0.038498177995743996,0.038498177995743996,0.09535,6547
query_path_6_103.graph,Uniform,2573014.0,569527.392,-0.7786535976873814,0.7786535976873814,0.01155,1108
query_path_6_103.graph,Importance (Post),2573014.0,1277298.2978,-0.5035789553418676,0.5035789553418676,0.0118,1084
query_path_6_104.graph,Uniform,2286698.0,470538.1072,-0.7942281371654675,0.7942281371654675,0.0097,1209
query_path_6_104.graph,Importance (Post),2286698.0,1923564.7102,-0.15880246967461376,0.15880246967461376,0.0105,1189
query_path_6_105.graph,Uniform,5454872.0,6789274.1924,0.24462575701134692,0.24462575701134692,0.0946,6573
query_path_6_105.graph,Importance (Post),5454872.0,5393655.0906,-0.011222428207298032,0.011222428207298032,0.0933,6529
query_path_6_107.graph,Uniform,2573014.0,666114.7066,-0.7411150088573167,0.7411150088573167,0.0106,1110
query_path_6_107.graph,Importance (Post),2573014.0,1421532.2674,-0.4475225290651353,0.4475225290651353,0.00985,1121
query_path_6_110.graph,Uniform,2286698.0,817500.8422,-0.6424972417870659,0.6424972417870659,0.00965,1182
query_path_6_110.graph,Importance (Post),2286698.0,11957524.4306,4.229166435882657,4.229166435882657,0.0096,1194
query_path_6_113.graph,Uniform,849090.0,884557.5662,0.04177126829900246,0.04177126829900246,0.0193,1861
query_path_6_113.graph,Importance (Post),849090.0,860680.4941,0.013650489465192159,0.013650489465192159,0.0171,1865
query_path_6_114.graph,Uniform,3038468.0,895936.9517,-0.7051353011780936,0.7051353011780936,0.01105,1394
query_path_6_114.graph,Importance (Post),3038468.0,538469.7135238748,-0.8227824964673398,0.8227824964673398,0.01875,1363
query_path_6_115.graph,Uniform,1276776.0,2281921.3004,0.7872526585712765,0.7872526585712765,0.0094,1256
query_path_6_115.graph,Importance (Post),1276776.0,392376.922,-0.6926814711429413,0.6926814711429413,0.0107,1242
query_path_6_116.graph,Uniform,976115.0,573924.1137,-0.4120322772419234,0.4120322772419234,0.0153,1532
query_path_6_116.graph,Importance (Post),976115.0,1505407.7205444106,0.5422442238306047,0.5422442238306047,0.0258,1486
query_path_6_117.graph,Uniform,3038468.0,231684.7022,-0.9237495006694162,0.9237495006694162,0.0079,997
query_path_6_117.graph,Importance (Post),3038468.0,3455266.501801834,0.1371738987548442,0.1371738987548442,0.02195,959
query_path_6_118.graph,Uniform,766547.0,517054.0585,-0.325476378486903,0.325476378486903,0.0109,1336
query_path_6_118.graph,Importance (Post),766547.0,605409.8751649652,-0.21021166978024156,0.21021166978024156,0.02025,1286
query_path_6_119.graph,Uniform,2399067.0,960767.409,-0.5995245614232533,0.5995245614232533,0.0113,1279
query_path_6_119.graph,Importance (Post),2399067.0,9905472.9186,3.128885486983065,3.128885486983065,0.0099,1263
query_path_6_120.graph,Uniform,5454872.0,3087978.677,-0.4339044661359606,0.4339044661359606,0.0542,4677
query_path_6_120.graph,Importance (Post),5454872.0,4830676.2714,-0.11442903309188557,0.11442903309188557,0.05535,4596
query_path_6_122.graph,Uniform,849090.0,440230.287,-0.48152694414019714,0.48152694414019714,0.0194,1645
query_path_6_122.graph,Importance (Post),849090.0,564743.2031139494,-0.33488416644413505,0.33488416644413505,0.02915,1593
query_path_6_123.graph,Uniform,2399067.0,2859138.3044,0.1917709277815083,0.1917709277815083,0.01095,1282
query_path_6_123.graph,Importance (Post),2399067.0,1090697.0466,-0.5453661583440562,0.5453661583440562,0.01,1272
query_path_6_124.graph,Uniform,5454872.0,3321974.397,-0.3910078188819096,0.3910078188819096,0.05785,4580
query_path_6_124.graph,Importance (Post),5454872.0,5548534.6252,0.017170453348859454,0.017170453348859454,0.05845,4600
query_path_6_125.graph,Uniform,5454872.0,1996897.1498,-0.6339241049469172,0.6339241049469172,0.0567,4680
query_path_6_125.graph,Importance (Post),5454872.0,2881301.7506,-0.471792967717666,0.471792967717666,0.0541,4648
query_path_6_127.graph,Uniform,499995.0,321824.7319,-0.3563440996409964,0.3563440996409964,0.01065,1102
query_path_6_127.graph,Importance (Post),499995.0,368670.01497080206,-0.26265259658436174,0.26265259658436174,0.01625,1069
query_path_6_128.graph,Uniform,976115.0,630019.0064,-0.3545647732080749,0.3545647732080749,0.0223,2216
query_path_6_128.graph,Importance (Post),976115.0,604517.1937,-0.38069060131234544,0.38069060131234544,0.02215,2252
query_path_6_129.graph,Uniform,766547.0,1132564.09,0.47748812532043056,0.47748812532043056,0.0116,1307
query_path_6_129.graph,Importance (Post),766547.0,611090.7277467333,-0.20280070531000272,0.20280070531000272,0.02035,1217
query_path_6_130.graph,Uniform,2399067.0,1250041.5172,-0.47894680840510084,0.47894680840510084,0.0108,1254
query_path_6_130.graph,Importance (Post),2399067.0,607963.0494,-0.7465835471039367,0.7465835471039367,0.01105,1271
query_path_6_131.graph,Uniform,499995.0,305054.3496,-0.3898851996519965,0.3898851996519965,0.0099,1142
query_path_6_131.graph,Importance (Post),499995.0,355107.14507797296,-0.28977860763013036,0.28977860763013036,0.018,1096
query_path_6_132.graph,Uniform,2399067.0,1107089.1496,-0.5385334592156035,0.5385334592156035,0.0095,1255
query_path_6_132.graph,Importance (Post),2399067.0,963789.5092,-0.5982648632989408,0.5982648632989408,0.01005,1225
query_path_6_22.graph,Uniform,1358928.0,2026016.3875,0.49089310655163476,0.49089310655163476,0.0164,1725
query_path_6_22.graph,Importance (Post),1358928.0,1088377.2304429202,-0.19909132018552841,0.19909132018552841,0.026,1735
query_path_6_27.graph,Uniform,2137791.0,751438.3933,-0.6484977281221597,0.6484977281221597,0.0032,484
query_path_6_27.graph,Importance (Post),2137791.0,1878038.1354686653,-0.12150526619830224,0.12150526619830224,0.00875,515
query_path_6_28.graph,Uniform,5454872.0,5445830.7617,-0.0016574611283271758,0.0016574611283271758,0.0942,6589
query_path_6_28.graph,Importance (Post),5454872.0,6362707.4364,0.16642653327154147,0.16642653327154147,0.0973,6547
query_path_6_29.graph,Uniform,2137791.0,371046.5171,-0.8264346154044058,0.8264346154044058,0.0033,511
query_path_6_29.graph,Importance (Post),2137791.0,1062723.2632641154,-0.5028872030689083,0.5028872030689083,0.00745,465
query_path_6_30.graph,Uniform,2286698.0,1213346.358,-0.4693893299421262,0.4693893299421262,0.01005,1220
query_path_6_30.graph,Importance (Post),2286698.0,1359850.0034,-0.4053215582468695,0.4053215582468695,0.00985,1149
query_path_6_31.graph,Uniform,2137791.0,801282.3756,-0.6251820801939947,0.6251820801939947,0.0039,479
query_path_6_31.graph,Importance (Post),2137791.0,1462943.4185366498,-0.31567519063526334,0.31567519063526334,0.0087,481
query_path_6_32.graph,Uniform,2573014.0,650466.7596,-0.7471965719580228,0.7471965719580228,0.00995,1103
query_path_6_32.graph,Importance (Post),2573014.0,2356068.1774,-0.0843158345038154,0.0843158345038154,0.0106,1105
query_path_6_34.graph,Uniform,2286698.0,1448346.6886,-0.3666209142615247,0.3666209142615247,0.01075,1217
query_path_6_34.graph,Importance (Post),2286698.0,5165798.6576,1.2590646677436197,1.2590646677436197,0.0109,1132
query_path_6_36.graph,Uniform,1358928.0,687558.802,-0.4940432443808649,0.4940432443808649,0.01275,1310
query_path_6_36.graph,Importance (Post),1358928.0,1756857.2294,0.2928258372776189,0.2928258372776189,0.01055,1211
query_path_6_37.graph,Uniform,849090.0,624477.1113,-0.2645336639225524,0.2645336639225524,0.01915,1649
query_path_6_37.graph,Importance (Post),849090.0,585602.2726849039,-0.31031778411604904,0.31031778411604904,0.0279,1643
query_path_6_38.graph,Uniform,2573014.0,1834154.3668,-0.2871572534000981,0.2871572534000981,0.00985,1085
query_path_6_38.graph,Importance (Post),2573014.0,7605853.108,1.9560092203151636,1.9560092203151636,0.01095,1100
query_path_6_39.graph,Uniform,2286698.0,2249228.0468,-0.016386052377707887,0.016386052377707887,0.009,1197
query_path_6_39.graph,Importance (Post),2286698.0,1280589.121,-0.4399832767597645,0.4399832767597645,0.0102,1189
query_path_6_40.graph,Uniform,2399067.0,2074926.0406,-0.13511125758471942,0.13511125758471942,0.01065,1270
query_path_6_40.graph,Importance (Post),2399067.0,1530269.9958,-0.3621395334936457,0.3621395334936457,0.01025,1274
query_path_6_42.graph,Uniform,2286698.0,1075813.9266,-0.5295338839671877,0.5295338839671877,0.00975,1173
query_path_6_42.graph,Importance (Post),2286698.0,10120409.9766,3.425774622009553,3.425774622009553,0.011,1227
query_path_6_45.graph,Uniform,2286698.0,960035.6556,-0.5801650871256282,0.5801650871256282,0.0103,1185
query_path_6_45.graph,Importance (Post),2286698.0,1952665.344,-0.14607641936101748,0.14607641936101748,0.00945,1159
query_path_6_48.graph,Uniform,766547.0,696329.5073,-0.091602331885716,0.091602331885716,0.011,1274
query_path_6_48.graph,Importance (Post),766547.0,1075059.1301000002,0.4024699465264363,0.4024699465264363,0.02135,1226
query_path_6_49.graph,Uniform,2573014.0,1187098.3222,-0.5386351095641143,0.5386351095641143,0.0118,1102
query_path_6_49.graph,Importance (Post),2573014.0,801687.5272,-0.6884247317737098,0.6884247317737098,0.00935,1068
query_path_6_5.graph,Uniform,766547.0,409912.1313,-0.46524853492349455,0.46524853492349455,0.0106,1289
query_path_6_5.graph,Importance (Post),766547.0,495570.03666327486,-0.3535033903162169,0.3535033903162169,0.0203,1257
query_path_6_50.graph,Uniform,1030376.0,456932.455,-0.5565381423868567,0.5565381423868567,0.0065,642
query_path_6_50.graph,Importance (Post),1030376.0,591493.5134265815,-0.4259440112865774,0.4259440112865774,0.00925,623
query_path_6_51.graph,Uniform,2399067.0,1714122.004,-0.2855047383003476,0.2855047383003476,0.01045,1239
query_path_6_51.graph,Importance (Post),2399067.0,705993.1998,-0.7057217660865661,0.7057217660865661,0.01025,1194
query_path_6_52.graph,Uniform,2137791.0,1126464.0779,-0.4730709981003756,0.4730709981003756,0.0038,515
query_path_6_52.graph,Importance (Post),2137791.0,1082760.10577289,-0.49351451766197446,0.49351451766197446,0.0073,475
query_path_6_53.graph,Uniform,976115.0,1338465.8539,0.37121738104629065,0.37121738104629065,0.0209,2301
query_path_6_53.graph,Importance (Post),976115.0,1288346.9473,0.31987209222274027,0.31987209222274027,0.0231,2304
query_path_6_54.graph,Uniform,1030376.0,728762.3063,-0.2927219711056934,0.2927219711056934,0.00715,636
query_path_6_54.graph,Importance (Post),1030376.0,876836.5152515961,-0.14901306391880623,0.14901306391880623,0.0103,609
query_path_6_55.graph,Uniform,1358928.0,590909.4744,-0.5651649871074848,0.5651649871074848,0.0113,1214
query_path_6_55.graph,Importance (Post),1358928.0,892681.2692,-0.343098921208482,0.343098921208482,0.01085,1294
query_path_6_57.graph,Uniform,976115.0,923911.016,-0.05348138692674537,0.05348138692674537,0.01505,1490
query_path_6_57.graph,Importance (Post),976115.0,865714.8086344132,-0.11310162364638063,0.11310162364638063,0.02565,1457
query_path_6_58.graph,Uniform,2286698.0,960188.621,-0.5800981935524498,0.5800981935524498,0.00965,1206
query_path_6_58.graph,Importance (Post),2286698.0,854386.1746,-0.6263668509790099,0.6263668509790099,0.0102,1137
query_path_6_59.graph,Uniform,1030376.0,539661.9312,-0.4762475725366274,0.4762475725366274,0.0065,634
query_path_6_59.graph,Importance (Post),1030376.0,776680.8548938516,-0.24621608529910288,0.24621608529910288,0.01045,595
query_path_6_60.graph,Uniform,2573014.0,2423339.8798,-0.05817073680904953,0.05817073680904953,0.01095,1102
query_path_6_60.graph,Importance (Post),2573014.0,533849.246,-0.7925198829077494,0.7925198829077494,0.0093,1137
query_path_6_62.graph,Uniform,2399067.0,1366828.533,-0.43026662740140226,0.43026662740140226,0.0097,1219
query_path_6_62.graph,Importance (Post),2399067.0,1394242.4132,-0.4188397351136921,0.4188397351136921,0.0112,1314
query_path_6_63.graph,Uniform,5454872.0,5091403.7286,-0.066631860729271,0.066631860729271,0.0927,6616
query_path_6_63.graph,Importance (Post),5454872.0,5845951.0403,0.07169353200221755,0.07169353200221755,0.0956,6513
query_path_6_66.graph,Uniform,1030376.0,670914.5128,-0.3488643827107774,0.3488643827107774,0.0072,662
query_path_6_66.graph,Importance (Post),1030376.0,961940.3429598375,-0.06641813963073914,0.06641813963073914,0.01105,618
query_path_6_67.graph,Uniform,1030376.0,938647.3719,-0.08902442224974182,0.08902442224974182,0.00705,691
query_path_6_67.graph,Importance (Post),1030376.0,1094829.5071866568,0.06255338554727286,0.06255338554727286,0.0102,649
query_path_6_68.graph,Uniform,976115.0,795825.2316,-0.18470136039298643,0.18470136039298643,0.0153,1500
query_path_6_68.graph,Importance (Post),976115.0,646203.3568937385,-0.3379844005125026,0.3379844005125026,0.0228,1475
query_path_6_69.graph,Uniform,2286698.0,570585.7472,-0.750476124437945,0.750476124437945,0.0109,1208
query_path_6_69.graph,Importance (Post),2286698.0,1074164.3808,-0.5302552497968687,0.5302552497968687,0.0115,1229
query_path_6_70.graph,Uniform,2573014.0,321181.8638,-0.8751729046946499,0.8751729046946499,0.00925,1108
query_path_6_70.graph,Importance (Post),2573014.0,868698.775,-0.6623808595678065,0.6623808595678065,0.01125,1122
query_path_6_71.graph,Uniform,2286698.0,720959.0038,-0.6847161261347148,0.6847161261347148,0.01055,1221
query_path_6_71.graph,Importance (Post),2286698.0,2097399.5518,-0.08278244359333851,0.08278244359333851,0.01075,1202
query_path_6_73.graph,Uniform,2137791.0,449710.0076,-0.7896379919271809,0.7896379919271809,0.0047,555
query_path_6_73.graph,Importance (Post),2137791.0,1104227.1900841803,-0.4834728043647951,0.4834728043647951,0.00745,464
query_path_6_75.graph,Uniform,5454872.0,10558531.8216,0.9356149551446853,0.9356149551446853,0.05585,4702
query_path_6_75.graph,Importance (Post),5454872.0,6941325.9342,0.27250024092224345,0.27250024092224345,0.0534,4711
query_path_6_76.graph,Uniform,1373568.0,302919.0353,-0.7794655704704826,0.7794655704704826,0.00455,553
query_path_6_76.graph,Importance (Post),1373568.0,563611.334599223,-0.5896735111772966,0.5896735111772966,0.00765,514
query_path_6_77.graph,Uniform,1030376.0,319639.8072,-0.6897833342391516,0.6897833342391516,0.00675,620
query_path_6_77.graph,Importance (Post),1030376.0,444203.9466003702,-0.5688914079905101,0.5688914079905101,0.0104,622
query_path_6_78.graph,Uniform,1030376.0,1111762.8627,0.07898753726794873,0.07898753726794873,0.00645,652
query_path_6_78.graph,Importance (Post),1030376.0,308147.6606626032,-0.7009366865468497,0.7009366865468497,0.0093,616
query_path_6_80.graph,Uniform,1358928.0,1018034.3474,-0.250854830130809,0.250854830130809,0.0112,1198
query_path_6_80.graph,Importance (Post),1358928.0,617715.6272,-0.5454390319428255,0.5454390319428255,0.0107,1280
query_path_6_81.graph,Uniform,2137791.0,3804915.1042,0.7798349343785244,0.7798349343785244,0.0042,515
query_path_6_81.graph,Importance (Post),2137791.0,1568974.8832327216,-0.2660765794070975,0.2660765794070975,0.00785,475
query_path_6_83.graph,Uniform,1276776.0,808446.9442,-0.36680596737407345,0.36680596737407345,0.01035,1216
query_path_6_83.graph,Importance (Post),1276776.0,332253.2514,-0.7397716973063404,0.7397716973063404,0.01055,1263
query_path_6_84.graph,Uniform,1358928.0,558294.7706,-0.5891653048579468,0.5891653048579468,0.01005,1289
query_path_6_84.graph,Importance (Post),1358928.0,1312513.4134,-0.03415529490892824,0.03415529490892824,0.00995,1219
query_path_6_85.graph,Uniform,355676.0,176503.4677,-0.5037521010695126,0.5037521010695126,0.00285,413
query_path_6_85.graph,Importance (Post),355676.0,153683.42566904082,-0.5679117352055219,0.5679117352055219,0.00625,422
query_path_6_86.graph,Uniform,1373568.0,979406.4497,-0.28696180334719507,0.28696180334719507,0.00745,895
query_path_6_86.graph,Importance (Post),1373568.0,1084835.6117102175,-0.21020611159387992,0.21020611159387992,0.0111,839
query_path_6_87.graph,Uniform,1030376.0,387841.7046,-0.6235920628974276,0.6235920628974276,0.007,644
query_path_6_87.graph,Importance (Post),1030376.0,1229302.0388299064,0.19306159967808487,0.19306159967808487,0.0117,619
query_path_6_89.graph,Uniform,5454872.0,5614776.9118,0.029314145556485996,0.029314145556485996,0.09495,6478
query_path_6_89.graph,Importance (Post),5454872.0,4843285.5814,-0.11211746464445004,0.11211746464445004,0.09365,6632
query_path_6_90.graph,Uniform,1276776.0,805908.5454,-0.36879409904321514,0.36879409904321514,0.0095,1267
query_path_6_90.graph,Importance (Post),1276776.0,572888.4966,-0.5513007006710653,0.5513007006710653,0.01035,1261
query_path_6_91.graph,Uniform,3038468.0,2582326.7421,-0.15012212006182066,0.15012212006182066,0.0133,1403
query_path_6_91.graph,Importance (Post),3038468.0,1099569.509191562,-0.6381171336372271,0.6381171336372271,0.01865,1357
query_path_6_92.graph,Uniform,2286698.0,11112469.1454,3.8596137948255524,3.8596137948255524,0.0128,1253
query_path_6_92.graph,Importance (Post),2286698.0,755864.0544,-0.6694517359091581,0.6694517359091581,0.00985,1133
query_path_6_93.graph,Uniform,2137791.0,331273.446,-0.8450393672721047,0.8450393672721047,0.0036,471
query_path_6_93.graph,Importance (Post),2137791.0,4874867.945441963,1.280329529613495,1.280329529613495,0.0087,473
query_path_6_94.graph,Uniform,2399067.0,12025159.9426,4.012431892314805,4.012431892314805,0.0104,1248
query_path_6_94.graph,Importance (Post),2399067.0,1659166.0834,-0.308411943726457,0.308411943726457,0.0103,1223
query_path_6_95.graph,Uniform,2573014.0,1832988.5224,-0.2876103579692921,0.2876103579692921,0.0106,1108
query_path_6_95.graph,Importance (Post),2573014.0,791633.1528,-0.6923323569945596,0.6923323569945596,0.00885,1065
query_path_6_96.graph,Uniform,5454872.0,4392000.4436,-0.19484812043252348,0.19484812043252348,0.05545,4629
query_path_6_96.graph,Importance (Post),5454872.0,6747510.504,0.23696953915692243,0.23696953915692243,0.05655,4630
query_path_6_98.graph,Uniform,849090.0,436513.6412,-0.4859041548010223,0.4859041548010223,0.0183,1646
query_path_6_98.graph,Importance (Post),849090.0,2079240.9531928024,1.4487874703421337,1.4487874703421337,0.0292,1639
query_path_6_99.graph,Uniform,2399067.0,1485765.3328,-0.38069035470872636,0.38069035470872636,0.0102,1214
query_path_6_99.graph,Importance (Post),2399067.0,2231744.515,-0.06974481538031238,0.06974481538031238,0.01055,1261
query_path_8_169.graph,Uniform,245590.0,47251.8389,-0.8075986852070524,0.8075986852070524,0.0009,100
query_path_8_169.graph,Importance (Post),245590.0,126294.49786815958,-0.48575064999324247,0.48575064999324247,0.0014,92
query_path_8_179.graph,Uniform,1157959.0,941423.4872,-0.18699756450789712,0.18699756450789712,0.002,259
query_path_8_179.graph,Importance (Post),1157959.0,5502231.5852,3.751663560799648,3.751663560799648,0.00175,266
query_path_8_185.graph,Uniform,1157959.0,1156683.0128,-0.001101927788462364,0.001101927788462364,0.00395,457
query_path_8_185.graph,Importance (Post),1157959.0,2085621.3925412137,0.8011185132990146,0.8011185132990146,0.0058,460
query_path_8_209.graph,Uniform,2787488.0,546619.7898,-0.803902370234419,0.803902370234419,0.002,328
query_path_8_209.graph,Importance (Post),2787488.0,1641716.8390730366,-0.4110407510012468,0.4110407510012468,0.0044,331
query_path_8_221.graph,Uniform,2787488.0,606778.6011,-0.782320640985719,0.782320640985719,0.0022,292
query_path_8_221.graph,Importance (Post),2787488.0,1335115.1488331466,-0.5210328622641078,0.5210328622641078,0.0035,243
query_path_8_254.graph,Uniform,662563.0,91727.5625,-0.8615564670831302,0.8615564670831302,0.00085,165
query_path_8_254.graph,Importance (Post),662563.0,528514.1986878556,-0.20231857395016684,0.20231857395016684,0.00175,168
query_path_8_275.graph,Uniform,2356514.0,780749.8713,-0.668684390884162,0.668684390884162,0.00245,368
query_path_8_275.graph,Importance (Post),2356514.0,1437802.4115,-0.38986044152506627,0.38986044152506627,0.00305,390
query_path_8_280.graph,Uniform,2787488.0,900701.6172,-0.6768769525823968,0.6768769525823968,0.002,262
query_path_8_280.graph,Importance (Post),2787488.0,5767384.678564855,1.0690258320627228,1.0690258320627228,0.0049,301
query_path_8_295.graph,Uniform,666246.0,262815.2282,-0.6055282460232406,0.6055282460232406,0.0009,185
query_path_8_295.graph,Importance (Post),666246.0,208723.3554,-0.686717285507155,0.686717285507155,0.0017,193
query_path_8_7.graph,Uniform,941545.0,66639.1698,-0.9292235954733974,0.9292235954733974,0.00065,135
query_path_8_7.graph,Importance (Post),941545.0,282551.00810127513,-0.6999070590345918,0.6999070590345918,0.0025,142
query_star_4_10.graph,Uniform,5560.0,5938.6212,0.06809733812949632,0.06809733812949632,0.0022,384
query_star_4_10.graph,Importance (Post),5560.0,3942.484546111463,-0.29092004566340596,0.29092004566340596,0.0095,224
query_star_4_6.graph,Uniform,4396.0,4092.858,-0.06895859872611461,0.06895859872611461,0.0193,1873
query_star_4_6.graph,Importance (Post),4396.0,3956.4294,-0.09999331210191083,0.09999331210191083,0.01845,1885
query_star_4_7.graph,Uniform,4396.0,4944.5032,0.12477324840764334,0.12477324840764334,0.0196,1901
query_star_4_7.graph,Importance (Post),4396.0,5293.8431,0.20424092356687898,0.20424092356687898,0.01875,1923
query_star_4_8.graph,Uniform,5560.0,3802.5478,-0.31608852517985614,0.31608852517985614,0.0017,376
query_star_4_8.graph,Importance (Post),5560.0,3358.981863702694,-0.39586657127649383,0.39586657127649383,0.0095,265
query_star_4_9.graph,Uniform,5560.0,2839.2678,-0.48934032374100717,0.48934032374100717,0.0018,372
query_star_4_9.graph,Importance (Post),5560.0,3954.6660457575103,-0.28872912846087945,0.28872912846087945,0.01015,236
query_tree_6_6.graph,Uniform,1972000.0,494214.6706,-0.7493840412778904,0.7493840412778904,0.00275,318
