query_basename,method,T_true,T_hat,Qerror,AbsRelativeError,SuccessRate,n_post,trials
query_cycle_4_0.graph,Uniform,491800.0,399571.64833005896,-0.18753223194375973,0.18753223194375973,0.14931237721021612,832,1018
query_cycle_4_1.graph,Uniform,491800.0,441008.8671328671,-0.1032759920031169,0.1032759920031169,0.14285714285714285,820,1001
query_cycle_4_10.graph,Uniform,130348.0,64627.37144179588,-0.5041936090941489,0.5041936090941489,0.017819949085859755,618,4321
query_cycle_4_11.graph,Uniform,18124.0,18647.3091,0.028873819245199658,0.028873819245199658,0.006025,1204,40000
query_cycle_4_12.graph,Uniform,19762.0,12837.17704011065,-0.35041103936288587,0.35041103936288587,0.014004149377593362,532,5784
query_cycle_4_13.graph,Uniform,370871.0,274866.102189781,-0.25886331853992084,0.25886331853992084,0.14285714285714285,786,959
query_cycle_4_14.graph,Uniform,370871.0,308902.25625,-0.16708975290599704,0.16708975290599704,0.12708333333333333,764,960
query_cycle_4_2.graph,Uniform,443091.0,1021178.5409723808,1.3046700135466096,1.3046700135466096,0.06162976489385985,1638,4381
query_cycle_4_3.graph,Uniform,5560.0,2785.6888213471593,-0.49897683069295695,0.49897683069295695,0.0018325660394225183,490,22373
query_cycle_4_4.graph,Uniform,4396.0,3802.662140992167,-0.1349722154248937,0.1349722154248937,0.018202163371876166,1340,13405
query_cycle_4_5.graph,Uniform,443091.0,163716.54980616888,-0.6305125813745509,0.6305125813745509,0.05107028484746334,1634,5933
query_cycle_4_6.graph,Uniform,4396.0,3924.3733276704183,-0.10728541226787572,0.10728541226787572,0.01713031783110356,1344,14127
query_cycle_4_7.graph,Uniform,95992.0,85950.0891566265,-0.10461195561477513,0.10461195561477513,0.024268502581755592,782,5810
query_cycle_4_8.graph,Uniform,130348.0,33107.73570238756,-0.7460050349649587,0.7460050349649587,0.01073477697575421,604,5403
query_cycle_4_9.graph,Uniform,1502.0,1956.6173226104904,0.30267464887516005,0.30267464887516005,0.004127820083979788,678,28102
query_cycle_6_104.graph,Uniform,111915.0,155405.79970813572,0.38860563559965794,0.38860563559965794,0.01696461145567311,566,5482
query_cycle_6_106.graph,Uniform,111915.0,53352.26468689477,-0.5232786964491376,0.5232786964491376,0.012750161394448031,550,6196
query_cycle_6_109.graph,Uniform,111915.0,80990.81228668943,-0.2763185248922001,0.2763185248922001,0.01757679180887372,560,5860
query_cycle_6_112.graph,Uniform,5454872.0,3792173.815261044,-0.3048097525916201,0.3048097525916201,0.09337349397590361,620,996
query_cycle_6_113.graph,Uniform,846918.0,441708.2635,-0.478452148259926,0.478452148259926,0.000875,181,40000
query_cycle_6_116.graph,Uniform,626370.0,68097.82480569948,-0.8912817906258289,0.8912817906258289,0.002023963730569948,308,24704
query_cycle_6_118.graph,Uniform,626370.0,11829.692887514495,-0.9811138897336806,0.9811138897336806,0.00207769617317356,314,20696
query_cycle_6_119.graph,Uniform,976115.0,2152658.68907914,1.2053330694427806,1.2053330694427806,0.016078513259553142,954,9578
query_cycle_6_120.graph,Uniform,336746.0,363870.57945,0.08054907690069078,0.08054907690069078,0.0025,658,40000
query_cycle_6_121.graph,Uniform,116775.0,9748.4436,-0.916519429672447,0.916519429672447,0.00215,735,40000
query_cycle_6_122.graph,Uniform,2573014.0,774364.9638719811,-0.6990436259297536,0.6990436259297536,0.00755939524838013,494,10186
query_cycle_6_123.graph,Uniform,626370.0,27208.227608494923,-0.9565620518088431,0.9565620518088431,0.0014619883040935672,308,25992
query_cycle_6_124.graph,Uniform,2399067.0,1234236.417519909,-0.48553482769763867,0.48553482769763867,0.008369900861368438,694,12306
query_cycle_6_125.graph,Uniform,5454872.0,1693529.6546341463,-0.6895381496331818,0.6895381496331818,0.09951219512195122,630,1025
query_cycle_6_126.graph,Uniform,626370.0,28037.582710063445,-0.9552379859985896,0.9552379859985896,0.0025790478155465002,310,19387
query_cycle_6_127.graph,Uniform,1163.0,1077.99265,-0.0730931642304386,0.0730931642304386,0.000425,108,40000
query_cycle_6_128.graph,Uniform,5454872.0,21536017.652087476,2.9480335472743406,2.9480335472743406,0.11232604373757456,612,1006
query_cycle_6_129.graph,Uniform,2286698.0,532766.3789356984,-0.7670149801435526,0.7670149801435526,0.008093126385809312,502,9020
query_cycle_6_130.graph,Uniform,42698.0,35377.05788423154,-0.1714586658805673,0.1714586658805673,0.004448246364414029,436,17535
query_cycle_6_132.graph,Uniform,67470.0,160202.82537625835,1.3744304932008056,1.3744304932008056,0.004285856672979169,504,20066
query_cycle_6_133.graph,Uniform,2573014.0,877589.0658234383,-0.6589256545734153,0.6589256545734153,0.00980898296334538,484,7748
query_cycle_6_135.graph,Uniform,2399067.0,388066.9407894737,-0.8382425581321932,0.8382425581321932,0.007597117794486215,682,12768
query_cycle_6_136.graph,Uniform,847026.0,420524.6227,-0.5035280821367939,0.5035280821367939,0.0018,528,40000
query_cycle_6_138.graph,Uniform,111915.0,128488.9817949537,0.14809437336329978,0.14809437336329978,0.0036045079162294108,568,21917
query_cycle_6_140.graph,Uniform,336746.0,118968.83985,-0.6467104587730812,0.6467104587730812,0.002425,615,40000
query_cycle_6_142.graph,Uniform,976115.0,8050088.518470512,7.247069780169869,7.247069780169869,0.019982717649600346,948,9258
query_cycle_6_143.graph,Uniform,557230.0,95352.52765251645,-0.8288812022817931,0.8288812022817931,0.002021458560099518,306,19293
query_cycle_6_145.graph,Uniform,2573014.0,521027.47751242574,-0.7975030538067707,0.7975030538067707,0.009334464783610134,482,8249
query_cycle_6_147.graph,Uniform,2399067.0,585605.7585708385,-0.7559027077731307,0.7559027077731307,0.010945890128046263,686,9684
query_cycle_6_153.graph,Uniform,111915.0,69329.82913269088,-0.3805135224707065,0.3805135224707065,0.01704966641957005,560,5396
query_cycle_6_154.graph,Uniform,557230.0,2281274.8984214542,3.0939556348751043,3.0939556348751043,0.0029927821137257205,306,17041
query_cycle_6_155.graph,Uniform,210455.0,41664.4676,-0.8020267154498586,0.8020267154498586,0.001025,236,40000
query_cycle_6_156.graph,Uniform,2286698.0,2390232.471342201,0.045276845189964256,0.045276845189964256,0.00894800483675937,504,8270
query_cycle_6_157.graph,Uniform,111915.0,275031.10241988226,1.4574999099305925,1.4574999099305925,0.003357314148681055,558,22935
query_cycle_6_160.graph,Uniform,5454872.0,1603555.0986800755,-0.7060324974298068,0.7060324974298068,0.05593966059082338,614,1591
query_cycle_6_161.graph,Uniform,2802.0,1117.26755,-0.6012606887937187,0.6012606887937187,0.000425,123,40000
query_cycle_6_164.graph,Uniform,42698.0,29888.57463104801,-0.30000059414848446,0.30000059414848446,0.005292982128401519,434,16059
query_cycle_6_165.graph,Uniform,1358928.0,302056.7505686126,-0.7777242425142373,0.7777242425142373,0.008036391205458682,786,13190
query_cycle_6_167.graph,Uniform,116775.0,157994.6543,0.3529835521301648,0.3529835521301648,0.002225,584,40000
