dataset_name,query_basename,total_rows,core_instances
dataset_test2,query_cycle_6_331.graph,423,423
dataset_test2,query_cycle_6_332.graph,1618,1618
dataset_test2,query_cycle_6_333.graph,529,529
dataset_test2,query_cycle_6_334.graph,367,367
dataset_test2,query_cycle_6_335.graph,582,582
dataset_test2,query_cycle_6_337.graph,1627,1627
dataset_test2,query_cycle_6_338.graph,1606,1606
dataset_test2,query_cycle_6_340.graph,1575,1575
dataset_test2,query_cycle_6_341.graph,542,542
dataset_test2,query_cycle_6_342.graph,570,570
dataset_test2,query_cycle_6_343.graph,553,553
dataset_test2,query_cycle_6_344.graph,572,572
dataset_test2,query_cycle_6_346.graph,563,563
dataset_test2,query_cycle_6_348.graph,1282,1282
dataset_test2,query_cycle_6_350.graph,447,447
dataset_test2,query_cycle_6_352.graph,366,366
dataset_test2,query_cycle_6_353.graph,514,514
dataset_test2,query_cycle_6_354.graph,1323,1323
dataset_test2,query_cycle_6_357.graph,576,576
dataset_test2,query_cycle_6_359.graph,315,315
dataset_test2,query_cycle_6_360.graph,567,567
dataset_test2,query_cycle_6_449.graph,458,458
dataset_test2,query_cycle_6_450.graph,1683,1683
dataset_test2,query_cycle_6_453.graph,759,759
dataset_test2,query_cycle_6_455.graph,1687,1687
dataset_test2,query_cycle_6_461.graph,556,556
dataset_test2,query_cycle_6_463.graph,1524,1524
dataset_test2,query_cycle_6_464.graph,805,805
dataset_test2,query_cycle_6_465.graph,457,457
dataset_test2,query_cycle_6_466.graph,531,531
dataset_test2,query_cycle_6_467.graph,1363,1363
dataset_test2,query_cycle_6_468.graph,485,485
dataset_test2,query_cycle_6_470.graph,529,529
dataset_test2,query_cycle_6_471.graph,1078,1078
dataset_test2,query_cycle_6_472.graph,515,515
dataset_test2,query_cycle_6_473.graph,2204,2204
dataset_test2,query_cycle_6_475.graph,582,582
dataset_test2,query_cycle_6_479.graph,1555,1555
dataset_test2,query_cycle_6_482.graph,363,363
dataset_test2,query_cycle_6_484.graph,847,847
dataset_test2,query_cycle_6_485.graph,350,350
dataset_test2,query_cycle_6_486.graph,773,773
dataset_test2,query_cycle_6_488.graph,1236,1236
dataset_test2,query_cycle_6_492.graph,1908,1908
dataset_test2,query_cycle_6_493.graph,533,533
dataset_test2,query_cycle_6_495.graph,597,597
dataset_test2,query_cycle_6_496.graph,543,543
dataset_test2,query_cycle_6_498.graph,1844,1844
dataset_test2,query_cycle_6_62.graph,411,411
dataset_test2,query_cycle_8_252.graph,1549,1549
dataset_test2,query_cycle_8_264.graph,484,484
dataset_test2,query_cycle_8_267.graph,707,707
dataset_test2,query_cycle_8_270.graph,790,790
dataset_test2,query_cycle_8_271.graph,368,368
dataset_test2,query_cycle_8_283.graph,1172,1172
dataset_test2,query_cycle_8_285.graph,890,890
dataset_test2,query_cycle_8_287.graph,430,430
dataset_test2,query_cycle_8_362.graph,369,369
dataset_test2,query_cycle_8_363.graph,385,385
dataset_test2,query_cycle_8_372.graph,490,490
dataset_test2,query_cycle_8_393.graph,439,439
dataset_test2,query_cycle_8_394.graph,491,491
dataset_test2,query_cycle_8_397.graph,474,474
dataset_test2,query_cycle_8_406.graph,491,491
dataset_test2,query_cycle_8_501.graph,451,451
dataset_test2,query_cycle_8_515.graph,366,366
dataset_test2,query_cycle_8_520.graph,461,461
dataset_test2,query_cycle_8_521.graph,421,421
dataset_test2,query_cycle_8_533.graph,518,518
dataset_test2,query_cycle_8_537.graph,510,510
dataset_test2,query_cycle_8_539.graph,451,451
dataset_test2,query_cycle_8_544.graph,855,855
dataset_test2,query_cycle_8_546.graph,468,468
dataset_test2,query_cycle_8_547.graph,333,333
dataset_test3,query_cycle_10_10.graph,374,374
dataset_test3,query_cycle_10_100.graph,1503,1503
dataset_test3,query_cycle_10_102.graph,3747,3747
dataset_test3,query_cycle_10_104.graph,4730,4730
dataset_test3,query_cycle_10_105.graph,1738,1738
dataset_test3,query_cycle_10_109.graph,1146,1146
dataset_test3,query_cycle_10_110.graph,5995,5995
dataset_test3,query_cycle_10_116.graph,3261,3261
dataset_test3,query_cycle_10_119.graph,3056,3056
dataset_test3,query_cycle_10_16.graph,197,197
dataset_test3,query_cycle_10_17.graph,162,162
dataset_test3,query_cycle_10_18.graph,120,120
dataset_test3,query_cycle_10_19.graph,78,78
dataset_test3,query_cycle_10_193.graph,256,256
dataset_test3,query_cycle_10_2.graph,59,59
dataset_test3,query_cycle_10_290.graph,318,318
dataset_test3,query_cycle_10_293.graph,2168,2168
dataset_test3,query_cycle_10_294.graph,4362,4362
dataset_test3,query_cycle_10_299.graph,109,109
dataset_test3,query_cycle_10_302.graph,226,226
dataset_test3,query_cycle_10_304.graph,472,472
dataset_test3,query_cycle_10_305.graph,258,258
dataset_test3,query_cycle_10_4.graph,83,83
dataset_test3,query_cycle_10_5.graph,171,171
dataset_test3,query_cycle_10_9.graph,64,64
dataset_test3,query_cycle_12_120.graph,122,122
dataset_test3,query_cycle_12_122.graph,362,362
dataset_test3,query_cycle_12_127.graph,130,130
dataset_test3,query_cycle_12_132.graph,170,170
dataset_test3,query_cycle_12_133.graph,143,143
dataset_test3,query_cycle_12_135.graph,995,995
dataset_test3,query_cycle_12_138.graph,520,520
dataset_test3,query_cycle_12_21.graph,54,54
dataset_test3,query_cycle_12_27.graph,45,45
dataset_test3,query_cycle_12_28.graph,61,61
dataset_test3,query_cycle_12_321.graph,234,234
dataset_test3,query_cycle_12_34.graph,90,90
dataset_test3,query_cycle_12_36.graph,53,53
dataset_test3,query_cycle_12_37.graph,76,76
dataset_test3,query_cycle_12_39.graph,146,146
dataset_test3,query_cycle_4_140.graph,7364,7364
dataset_test3,query_cycle_4_141.graph,9745,9745
dataset_test3,query_cycle_4_142.graph,5493,5493
dataset_test3,query_cycle_4_143.graph,3203,3203
dataset_test3,query_cycle_4_144.graph,6458,6458
dataset_test3,query_cycle_4_145.graph,5416,5416
dataset_test3,query_cycle_4_146.graph,6452,6452
dataset_test3,query_cycle_4_147.graph,10070,10070
dataset_test3,query_cycle_4_149.graph,9793,9793
dataset_test3,query_cycle_4_150.graph,3719,3719
dataset_test3,query_cycle_4_151.graph,10068,10068
dataset_test3,query_cycle_4_152.graph,3188,3188
dataset_test3,query_cycle_4_228.graph,7068,7068
dataset_test3,query_cycle_4_229.graph,5499,5499
dataset_test3,query_cycle_4_230.graph,6446,6446
dataset_test3,query_cycle_4_231.graph,6966,6966
dataset_test3,query_cycle_4_232.graph,6359,6359
dataset_test3,query_cycle_4_233.graph,6635,6635
dataset_test3,query_cycle_4_234.graph,713,713
dataset_test3,query_cycle_4_235.graph,5493,5493
dataset_test3,query_cycle_4_236.graph,6623,6623
dataset_test3,query_cycle_4_237.graph,6974,6974
dataset_test3,query_cycle_4_238.graph,6285,6285
dataset_test3,query_cycle_4_239.graph,7367,7367
dataset_test3,query_cycle_4_240.graph,659,659
dataset_test3,query_cycle_4_241.graph,6439,6439
dataset_test3,query_cycle_4_242.graph,6457,6457
dataset_test3,query_cycle_4_243.graph,1954,1954
dataset_test3,query_cycle_4_244.graph,510,510
dataset_test3,query_cycle_4_245.graph,6363,6363
dataset_test3,query_cycle_4_246.graph,7014,7014
dataset_test3,query_cycle_4_327.graph,6963,6963
dataset_test3,query_cycle_4_328.graph,6728,6728
dataset_test3,query_cycle_4_329.graph,3735,3735
dataset_test3,query_cycle_4_330.graph,2060,2060
dataset_test3,query_cycle_4_331.graph,6719,6719
dataset_test3,query_cycle_4_332.graph,6427,6427
dataset_test3,query_cycle_4_333.graph,7069,7069
dataset_test3,query_cycle_4_334.graph,5450,5450
dataset_test3,query_cycle_4_335.graph,7400,7400
dataset_test3,query_cycle_4_336.graph,5502,5502
dataset_test3,query_cycle_4_337.graph,6949,6949
dataset_test3,query_cycle_4_338.graph,3224,3224
dataset_test3,query_cycle_4_339.graph,875,875
dataset_test3,query_cycle_4_340.graph,6886,6886
dataset_test3,query_cycle_4_341.graph,6931,6931
dataset_test3,query_cycle_4_342.graph,7385,7385
dataset_test3,query_cycle_4_40.graph,934,934
dataset_test3,query_cycle_4_41.graph,3181,3181
dataset_test3,query_cycle_4_42.graph,713,713
dataset_test3,query_cycle_4_43.graph,1872,1872
dataset_test3,query_cycle_4_44.graph,935,935
dataset_test3,query_cycle_4_45.graph,3732,3732
dataset_test3,query_cycle_4_46.graph,510,510
dataset_test3,query_cycle_4_47.graph,3155,3155
dataset_test3,query_cycle_4_48.graph,3776,3776
dataset_test3,query_cycle_4_49.graph,3692,3692
dataset_test3,query_cycle_4_50.graph,713,713
dataset_test3,query_cycle_4_51.graph,3789,3789
dataset_test3,query_cycle_4_52.graph,900,900
dataset_test3,query_cycle_4_53.graph,3799,3799
dataset_test3,query_cycle_4_54.graph,3172,3172
dataset_test3,query_cycle_4_55.graph,1871,1871
dataset_test3,query_cycle_4_56.graph,875,875
dataset_test3,query_cycle_4_57.graph,3200,3200
dataset_test3,query_cycle_4_58.graph,898,898
dataset_test3,query_cycle_6_153.graph,552,552
dataset_test3,query_cycle_6_154.graph,8703,8703
dataset_test3,query_cycle_6_155.graph,3747,3747
dataset_test3,query_cycle_6_156.graph,3603,3603
dataset_test3,query_cycle_6_157.graph,588,588
dataset_test3,query_cycle_6_158.graph,4623,4623
dataset_test3,query_cycle_6_159.graph,8319,8319
dataset_test3,query_cycle_6_160.graph,5897,5897
dataset_test3,query_cycle_6_161.graph,7213,7213
dataset_test3,query_cycle_6_162.graph,7380,7380
dataset_test3,query_cycle_6_163.graph,1362,1362
dataset_test3,query_cycle_6_164.graph,7889,7889
dataset_test3,query_cycle_6_165.graph,3622,3622
dataset_test3,query_cycle_6_166.graph,1629,1629
dataset_test3,query_cycle_6_167.graph,3679,3679
dataset_test3,query_cycle_6_249.graph,4112,4112
dataset_test3,query_cycle_6_250.graph,2521,2521
dataset_test3,query_cycle_6_252.graph,667,667
dataset_test3,query_cycle_6_253.graph,4303,4303
dataset_test3,query_cycle_6_254.graph,2566,2566
dataset_test3,query_cycle_6_257.graph,2013,2013
dataset_test3,query_cycle_6_263.graph,4763,4763
dataset_test3,query_cycle_6_266.graph,2584,2584
dataset_test3,query_cycle_6_344.graph,1232,1232
dataset_test3,query_cycle_6_345.graph,3403,3403
dataset_test3,query_cycle_6_346.graph,6804,6804
dataset_test3,query_cycle_6_347.graph,2500,2500
dataset_test3,query_cycle_6_348.graph,2304,2304
dataset_test3,query_cycle_6_350.graph,3361,3361
dataset_test3,query_cycle_6_352.graph,2720,2720
dataset_test3,query_cycle_6_353.graph,3320,3320
dataset_test3,query_cycle_6_356.graph,892,892
dataset_test3,query_cycle_6_357.graph,558,558
dataset_test3,query_cycle_6_358.graph,1101,1101
dataset_test3,query_cycle_6_360.graph,4358,4358
dataset_test3,query_cycle_6_64.graph,1204,1204
dataset_test3,query_cycle_6_68.graph,578,578
dataset_test3,query_cycle_8_168.graph,762,762
dataset_test3,query_cycle_8_169.graph,4849,4849
dataset_test3,query_cycle_8_170.graph,4867,4867
dataset_test3,query_cycle_8_171.graph,5761,5761
dataset_test3,query_cycle_8_172.graph,1150,1150
dataset_test3,query_cycle_8_174.graph,872,872
