query_index,query_basename,gt_match_col,T_true,method,T_hat,Qerror,n_post,n_comment
206,query_path_6_70.graph,u1,2573014.0,PO,2102796.8690192783,0.18274954235799792,237,0
206,query_path_6_70.graph,u1,2573014.0,MAB,2570710.5712569286,0.0008952258880330182,134,0
206,query_path_6_70.graph,u1,2573014.0,FOIS_nrs,2644456.894746592,0.02776622853454812,237,0
206,query_path_6_70.graph,u1,2573014.0,FOIS_rs,2207244.273764136,0.1421561352701012,237,0
206,query_path_6_70.graph,u1,2573014.0,POSS,2514935.4621149213,0.022572181062784226,433,0
207,query_path_6_71.graph,u1,2286698.0,UN,1455644.4491338583,0.36342951752533204,254,0
207,query_path_6_71.graph,u1,2286698.0,PO,1640044.0373776732,0.2827894031578839,254,0
207,query_path_6_71.graph,u1,2286698.0,MAB,16904.204010933463,0.9926075922527008,168,0
207,query_path_6_71.graph,u1,2286698.0,FOIS_nrs,2512574.6406933237,0.09877851849843035,254,0
207,query_path_6_71.graph,u1,2286698.0,FOIS_rs,2250364.8046046407,0.01588893478516153,254,0
207,query_path_6_71.graph,u1,2286698.0,POSS,2179262.543839102,0.046982791851349785,453,0
208,query_path_6_73.graph,u1,2137791.0,UN,2138082.962606205,0.0001365720999878563,419,0
208,query_path_6_73.graph,u1,2137791.0,PO,2269445.006811053,0.06158413372076738,419,0
208,query_path_6_73.graph,u1,2137791.0,MAB,2066553.0771221933,0.03332314659281787,228,0
208,query_path_6_73.graph,u1,2137791.0,FOIS_nrs,2826632.2287476202,0.3222210350532958,419,0
208,query_path_6_73.graph,u1,2137791.0,FOIS_rs,2389153.59184568,0.1175805267426423,419,0
208,query_path_6_73.graph,u1,2137791.0,POSS,2027345.8934880535,0.051663191823684604,746,0
257,query_cycle_6_132.graph,u1,67470.0,baseline_uniform,20606.95482317073,0.6945760364136545,246,0
257,query_cycle_6_132.graph,u1,67470.0,baseline_proxy,58865.49993214228,0.1275307554151137,246,0
257,query_cycle_6_132.graph,u1,67470.0,baseline_proxy_a,64355.810464169816,0.046156655340598554,246,0
257,query_cycle_6_132.graph,u1,67470.0,baseline_proxy_a_unbiased_test1,66952.7681504618,0.00766610122333194,246,0
257,query_cycle_6_132.graph,u1,67470.0,proxy_mab,67908.68718162412,0.006501959117001901,144,0
209,query_path_6_75.graph,u2,5454872.0,UN,3496213.136656151,0.3590659621974354,317,0
209,query_path_6_75.graph,u2,5454872.0,PO,9642845.913505696,0.7677492548873183,317,0
209,query_path_6_75.graph,u2,5454872.0,MAB,5754063.2755979905,0.054848450265742345,180,0
257,query_cycle_6_132.graph,u1,67470.0,proxyE_importance,70433.14688235316,0.04391799143846393,249,0
209,query_path_6_75.graph,u2,5454872.0,FOIS_nrs,6028961.014825368,0.10524335214930218,317,0
209,query_path_6_75.graph,u2,5454872.0,FOIS_rs,5488757.42012428,0.006211955133737376,317,0
209,query_path_6_75.graph,u2,5454872.0,POSS,5306107.277944101,0.027271899699186156,557,0
210,query_path_6_76.graph,u2,1373568.0,UN,1150217.98,0.16260572465287487,386,0
210,query_path_6_76.graph,u2,1373568.0,PO,1196249.6591992548,0.12909323804918663,386,0
210,query_path_6_76.graph,u2,1373568.0,MAB,1222358.495997481,0.11008519709436952,216,0
210,query_path_6_76.graph,u2,1373568.0,FOIS_nrs,1441319.069270805,0.04932487453901444,386,0
210,query_path_6_76.graph,u2,1373568.0,FOIS_rs,1522672.911630273,0.10855298873464808,386,0
210,query_path_6_76.graph,u2,1373568.0,POSS,1304570.6693649902,0.05023219136949157,703,0
211,query_path_6_77.graph,u1,1030376.0,UN,1059453.9000000001,0.028220668959680874,161,0
211,query_path_6_77.graph,u1,1030376.0,PO,889441.0496785779,0.1367801174730604,161,0
211,query_path_6_77.graph,u1,1030376.0,MAB,1160506.0608024604,0.12629376150304394,98,0
211,query_path_6_77.graph,u1,1030376.0,FOIS_nrs,1204474.9640233447,0.16896643945835763,161,0
211,query_path_6_77.graph,u1,1030376.0,FOIS_rs,1231276.8348783292,0.19497817775096585,161,0
211,query_path_6_77.graph,u1,1030376.0,POSS,920783.8475689843,0.10636132094596122,310,0
212,query_path_6_78.graph,u1,1030376.0,UN,562010.4062025317,0.45455794175860886,158,0
212,query_path_6_78.graph,u1,1030376.0,PO,1026005.3901286307,0.004241762105648153,158,0
212,query_path_6_78.graph,u1,1030376.0,MAB,1128975.683311494,0.09569291531585952,90,0
212,query_path_6_78.graph,u1,1030376.0,FOIS_nrs,1083953.1527486537,0.05199767147978376,158,0
212,query_path_6_78.graph,u1,1030376.0,FOIS_rs,1018188.1748690967,0.011828521948204615,158,0
212,query_path_6_78.graph,u1,1030376.0,POSS,882983.0915262261,0.14304769178802093,257,0
213,query_path_6_80.graph,u2,1358928.0,UN,1672231.9663594938,0.23055229295407395,395,0
213,query_path_6_80.graph,u2,1358928.0,PO,1399381.8004181706,0.029768906386630222,395,0
213,query_path_6_80.graph,u2,1358928.0,MAB,1354330.245602495,0.0033833686534569625,205,0
213,query_path_6_80.graph,u2,1358928.0,FOIS_nrs,1443127.0253996786,0.06195988705779749,395,0
213,query_path_6_80.graph,u2,1358928.0,FOIS_rs,1337660.779544184,0.015649997980625916,395,0
213,query_path_6_80.graph,u2,1358928.0,POSS,1431630.5108178987,0.05349989905123647,667,0
214,query_path_6_81.graph,u1,2137791.0,UN,942417.3256231884,0.5591630212573687,414,0
214,query_path_6_81.graph,u1,2137791.0,PO,1928370.1738157524,0.0979613190364482,414,0
214,query_path_6_81.graph,u1,2137791.0,MAB,1893460.233841554,0.11429123153687426,226,0
214,query_path_6_81.graph,u1,2137791.0,FOIS_nrs,1918691.4561815679,0.10248875770289619,414,0
214,query_path_6_81.graph,u1,2137791.0,FOIS_rs,2089728.5903054664,0.022482277123691493,414,0
214,query_path_6_81.graph,u1,2137791.0,POSS,1980966.6941199247,0.07335810931942145,718,0
215,query_path_6_83.graph,u2,1276776.0,UN,1365147.5099999995,0.06921457640181171,302,0
215,query_path_6_83.graph,u2,1276776.0,PO,1189143.120095687,0.06863606451273599,302,0
215,query_path_6_83.graph,u2,1276776.0,MAB,1325329.2844406217,0.038028036586387697,167,0
215,query_path_6_83.graph,u2,1276776.0,FOIS_nrs,1251665.9690193285,0.01966674732347062,302,0
215,query_path_6_83.graph,u2,1276776.0,FOIS_rs,1372779.1569290303,0.07519185583769614,302,0
215,query_path_6_83.graph,u2,1276776.0,POSS,1530396.7058446982,0.19864150473121225,525,0
258,query_cycle_6_132.graph,u1,67470.0,baseline_uniform,21153.557,0.6864746257595968,250,0
258,query_cycle_6_132.graph,u1,67470.0,baseline_proxy,48841.0864589385,0.2761066183646287,250,0
258,query_cycle_6_132.graph,u1,67470.0,baseline_proxy_a,67227.32108498276,0.0035968417817880656,250,0
258,query_cycle_6_132.graph,u1,67470.0,baseline_proxy_a_unbiased_test1,61321.97110646169,0.09112240838207065,250,0
258,query_cycle_6_132.graph,u1,67470.0,proxy_mab,194537.47414080135,1.8833181286616474,158,0
258,query_cycle_6_132.graph,u1,67470.0,proxyE_importance,63654.54395319376,0.05655040828229199,253,0
216,query_path_6_84.graph,u2,1358928.0,UN,613453.7666046511,0.5485752250268954,387,0
216,query_path_6_84.graph,u2,1358928.0,PO,1077259.8756016917,0.207272294336645,387,0
216,query_path_6_84.graph,u2,1358928.0,MAB,1239457.341934917,0.08791537010429028,221,0
216,query_path_6_84.graph,u2,1358928.0,FOIS_nrs,1290834.0423633792,0.050108583851845606,387,0
216,query_path_6_84.graph,u2,1358928.0,FOIS_rs,1228834.6926903785,0.09573230319017746,387,0
216,query_path_6_84.graph,u2,1358928.0,POSS,1397752.5999442593,0.028570019857019117,622,0
217,query_path_6_85.graph,u1,355676.0,UN,346030.9768247979,0.027117441646897954,371,0
217,query_path_6_85.graph,u1,355676.0,PO,288351.8254647744,0.18928512054573715,371,0
217,query_path_6_85.graph,u1,355676.0,MAB,1495.2571419080111,0.9957960133888483,264,0
217,query_path_6_85.graph,u1,355676.0,FOIS_nrs,325721.06456181785,0.08421972648753963,371,0
217,query_path_6_85.graph,u1,355676.0,FOIS_rs,361900.3266329398,0.017499990533350024,371,0
217,query_path_6_85.graph,u1,355676.0,POSS,442998.28005564696,0.2455107458913364,630,0
218,query_path_6_86.graph,u2,1373568.0,UN,920409.7687506429,0.32991321234140364,389,0
218,query_path_6_86.graph,u2,1373568.0,PO,1121059.8182029724,0.1838337685480643,389,0
218,query_path_6_86.graph,u2,1373568.0,MAB,1156555.7233182439,0.15799165143753796,232,0
218,query_path_6_86.graph,u2,1373568.0,FOIS_nrs,1755178.681001702,0.27782438219418487,389,0
218,query_path_6_86.graph,u2,1373568.0,FOIS_rs,1689031.9516594396,0.2296675167588642,389,0
218,query_path_6_86.graph,u2,1373568.0,POSS,1415301.4323076522,0.030383229885708022,679,0
219,query_path_6_87.graph,u1,1030376.0,UN,443671.34459627327,0.5694083086210536,161,0
219,query_path_6_87.graph,u1,1030376.0,PO,1166927.314891979,0.13252571380930758,161,0
219,query_path_6_87.graph,u1,1030376.0,MAB,991332.4137747821,0.03789256176892504,99,0
219,query_path_6_87.graph,u1,1030376.0,FOIS_nrs,926023.7742325863,0.10127586994205391,161,0
219,query_path_6_87.graph,u1,1030376.0,FOIS_rs,1083959.4412706608,0.05200377461301587,161,0
219,query_path_6_87.graph,u1,1030376.0,POSS,1114466.9544026547,0.08161191099429205,309,0
220,query_path_6_89.graph,u2,5454872.0,UN,4076828.872307692,0.25262611619343367,312,0
220,query_path_6_89.graph,u2,5454872.0,PO,5418662.047675659,0.0066380938589101724,312,0
220,query_path_6_89.graph,u2,5454872.0,MAB,5144412.858466619,0.05691410202354543,168,0
220,query_path_6_89.graph,u2,5454872.0,FOIS_nrs,5774694.054802535,0.058630533365867266,312,0
220,query_path_6_89.graph,u2,5454872.0,FOIS_rs,5115194.003535667,0.06227057142025195,312,0
220,query_path_6_89.graph,u2,5454872.0,POSS,4919397.313213021,0.09816448246392939,513,0
221,query_path_6_90.graph,u2,1276776.0,UN,1237538.1793112583,0.030731953521010536,302,0
221,query_path_6_90.graph,u2,1276776.0,PO,1230919.946793429,0.035915503742685415,302,0
221,query_path_6_90.graph,u2,1276776.0,MAB,1267965.9991887095,0.006900192994926645,168,0
221,query_path_6_90.graph,u2,1276776.0,FOIS_nrs,1521073.5965237534,0.19133943348226579,302,0
221,query_path_6_90.graph,u2,1276776.0,FOIS_rs,1281807.3937399855,0.003940702002532578,302,0
221,query_path_6_90.graph,u2,1276776.0,POSS,1196885.2293662224,0.0625722684588194,516,0
259,query_cycle_6_132.graph,u1,67470.0,baseline_uniform,73612.742622,0.09104405842596718,250,0
259,query_cycle_6_132.graph,u1,67470.0,baseline_proxy,48437.391837632174,0.2820899386744898,250,0
259,query_cycle_6_132.graph,u1,67470.0,baseline_proxy_a,69586.94588006195,0.03137610612215721,250,0
259,query_cycle_6_132.graph,u1,67470.0,baseline_proxy_a_unbiased_test1,65865.0524360298,0.02378757320246331,250,0
259,query_cycle_6_132.graph,u1,67470.0,proxy_mab,70477.0216853764,0.044568277536333176,150,0
259,query_cycle_6_132.graph,u1,67470.0,proxyE_importance,71278.38372051544,0.056445586490520845,253,0
222,query_path_6_91.graph,u2,3038468.0,UN,3659810.5064566936,0.20449203561027915,508,0
222,query_path_6_91.graph,u2,3038468.0,PO,2400464.944423896,0.20997524264731576,508,0
222,query_path_6_91.graph,u2,3038468.0,MAB,2720391.7550578117,0.10468309850299172,312,0
222,query_path_6_91.graph,u2,3038468.0,FOIS_nrs,2529096.2173889633,0.16764098967342644,508,0
222,query_path_6_91.graph,u2,3038468.0,FOIS_rs,2807669.926912441,0.07595869796475035,508,0
222,query_path_6_91.graph,u2,3038468.0,POSS,2792693.959999397,0.08088748672047988,813,0
223,query_path_6_92.graph,u1,2286698.0,UN,2918724.1228400003,0.2763924763304994,250,0
223,query_path_6_92.graph,u1,2286698.0,PO,1865348.4799843293,0.18426111363007738,250,0
223,query_path_6_92.graph,u1,2286698.0,MAB,2804832.662698313,0.2265863978095547,149,0
223,query_path_6_92.graph,u1,2286698.0,FOIS_nrs,2399408.783273774,0.04928975460413845,250,0
223,query_path_6_92.graph,u1,2286698.0,FOIS_rs,1999560.3321154153,0.12556868807537538,250,0
223,query_path_6_92.graph,u1,2286698.0,POSS,2398583.6490466953,0.04892891367670559,340,0
224,query_path_6_93.graph,u1,2137791.0,UN,1354735.7164630073,0.36629178602444895,419,0
224,query_path_6_93.graph,u1,2137791.0,PO,1917599.7368892033,0.1029994340470124,419,0
224,query_path_6_93.graph,u1,2137791.0,MAB,224891.59027712012,0.8948018818129929,268,0
224,query_path_6_93.graph,u1,2137791.0,FOIS_nrs,2321782.8072569515,0.08606632138359244,419,0
224,query_path_6_93.graph,u1,2137791.0,FOIS_rs,2057363.6111641822,0.037621726743080966,419,0
224,query_path_6_93.graph,u1,2137791.0,POSS,2193516.547978345,0.02606688304812998,716,0
225,query_path_6_94.graph,u1,2399067.0,UN,3233335.7073043482,0.3477471480806281,345,0
225,query_path_6_94.graph,u1,2399067.0,PO,2226888.4012166387,0.07176898301854899,345,0
225,query_path_6_94.graph,u1,2399067.0,MAB,2301415.6681593396,0.040703878566401196,195,0
225,query_path_6_94.graph,u1,2399067.0,FOIS_nrs,2421288.275120265,0.009262465416874498,345,0
225,query_path_6_94.graph,u1,2399067.0,FOIS_rs,2512373.4192686523,0.04722936844558836,345,0
225,query_path_6_94.graph,u1,2399067.0,POSS,2434349.3126497166,0.014706680826219785,637,0
226,query_path_6_95.graph,u1,2573014.0,UN,2030926.7650000001,0.21068180546238763,240,0
226,query_path_6_95.graph,u1,2573014.0,PO,2397187.934387604,0.06833467117256113,240,0
226,query_path_6_95.graph,u1,2573014.0,MAB,130860.72197124653,0.9491410765851852,154,0
226,query_path_6_95.graph,u1,2573014.0,FOIS_nrs,2709103.6689336663,0.052891149808616006,240,0
226,query_path_6_95.graph,u1,2573014.0,FOIS_rs,2361177.9830536754,0.08232991229209193,240,0
226,query_path_6_95.graph,u1,2573014.0,POSS,2800596.4667655905,0.08844975844110856,437,0
227,query_path_6_96.graph,u2,5454872.0,UN,8134616.0156782335,0.49125699295569786,317,0
227,query_path_6_96.graph,u2,5454872.0,PO,7541511.925781537,0.38252775239850484,317,0
227,query_path_6_96.graph,u2,5454872.0,MAB,5259029.349250648,0.035902336617495666,189,0
227,query_path_6_96.graph,u2,5454872.0,FOIS_nrs,6017045.895854399,0.10305904443851269,317,0
227,query_path_6_96.graph,u2,5454872.0,FOIS_rs,4666662.438732877,0.14449643571235452,317,0
227,query_path_6_96.graph,u2,5454872.0,POSS,4986861.694350575,0.08579675300344809,576,0
260,query_cycle_6_132.graph,u1,67470.0,baseline_uniform,70063.80443319837,0.038443818485228536,247,0
260,query_cycle_6_132.graph,u1,67470.0,baseline_proxy,59622.137533934016,0.11631632527146857,247,0
260,query_cycle_6_132.graph,u1,67470.0,baseline_proxy_a,68697.17069792404,0.01818839036496281,247,0
260,query_cycle_6_132.graph,u1,67470.0,baseline_proxy_a_unbiased_test1,85189.22173495343,0.2626237103150057,247,0
260,query_cycle_6_132.graph,u1,67470.0,proxy_mab,61591.07679617151,0.08713388474623522,151,0
260,query_cycle_6_132.graph,u1,67470.0,proxyE_importance,71000.03293070233,0.05232003750855691,250,0
228,query_path_6_98.graph,u2,849090.0,UN,541704.3362213115,0.36201776464060176,366,0
228,query_path_6_98.graph,u2,849090.0,PO,613725.9632928381,0.27719562909369083,366,0
228,query_path_6_98.graph,u2,849090.0,MAB,712120.5726691949,0.16131320275919525,221,0
228,query_path_6_98.graph,u2,849090.0,FOIS_nrs,820369.6149516581,0.03382490083305885,366,0
228,query_path_6_98.graph,u2,849090.0,FOIS_rs,876387.3491782334,0.03214894672912579,366,0
228,query_path_6_98.graph,u2,849090.0,POSS,745026.7095620902,0.1225586103215322,597,0
229,query_path_6_99.graph,u1,2399067.0,UN,1922359.167052023,0.19870551049552884,346,0
229,query_path_6_99.graph,u1,2399067.0,PO,1982184.473081838,0.17376860542792757,346,0
229,query_path_6_99.graph,u1,2399067.0,MAB,2605837.010589473,0.0861876765382013,193,0
229,query_path_6_99.graph,u1,2399067.0,FOIS_nrs,2852968.9571642526,0.189199366738925,346,0
229,query_path_6_99.graph,u1,2399067.0,FOIS_rs,2426190.1639850116,0.011305713423181443,346,0
229,query_path_6_99.graph,u1,2399067.0,POSS,2684525.8132475982,0.11898742854934782,628,0
230,query_path_8_169.graph,u2,245590.0,UN,183312.91999999998,0.25358149761798127,125,0
230,query_path_8_169.graph,u2,245590.0,PO,267764.5377598443,0.09029088220140996,125,0
230,query_path_8_169.graph,u2,245590.0,MAB,241702.93101859925,0.0158274725412303,83,0
230,query_path_8_169.graph,u2,245590.0,FOIS_nrs,238445.06953342122,0.029092920992625018,125,0
230,query_path_8_169.graph,u2,245590.0,FOIS_rs,293502.31712650537,0.195090667887558,125,0
230,query_path_8_169.graph,u2,245590.0,POSS,220188.14676417082,0.10343195258695055,249,0
231,query_path_8_179.graph,u3,1157959.0,UN,342818.45243902435,0.7039459493479265,205,0
231,query_path_8_179.graph,u3,1157959.0,PO,1095601.224675912,0.05385145356967566,205,0
231,query_path_8_179.graph,u3,1157959.0,MAB,1170285.3605268553,0.010644902390201497,128,0
231,query_path_8_179.graph,u3,1157959.0,FOIS_nrs,1055558.766441635,0.08843165738887553,205,0
231,query_path_8_179.graph,u3,1157959.0,FOIS_rs,1126877.8011386003,0.026841363866423308,205,0
231,query_path_8_179.graph,u3,1157959.0,POSS,1117504.8108150098,0.034935769906352686,366,0
232,query_path_8_185.graph,u3,1157959.0,UN,499688.5410476191,0.5684747551099658,210,0
232,query_path_8_185.graph,u3,1157959.0,PO,886238.2148889506,0.23465492742925217,210,0
232,query_path_8_185.graph,u3,1157959.0,MAB,1086641.266917215,0.061589169463500036,119,0
232,query_path_8_185.graph,u3,1157959.0,FOIS_nrs,1058535.3473059873,0.08586111658013171,210,0
232,query_path_8_185.graph,u3,1157959.0,FOIS_rs,1087255.6393777803,0.0610586045120939,210,0
232,query_path_8_185.graph,u3,1157959.0,POSS,1659113.6438630598,0.43279135432520477,356,0
233,query_path_8_209.graph,u3,2787488.0,UN,3498569.688405797,0.25509766800997774,207,0
233,query_path_8_209.graph,u3,2787488.0,PO,2713217.445291845,0.026644259888528622,207,0
233,query_path_8_209.graph,u3,2787488.0,MAB,2217385.5115987877,0.20452195252543232,137,0
233,query_path_8_209.graph,u3,2787488.0,FOIS_nrs,2853143.9259034884,0.023553796788896818,207,0
233,query_path_8_209.graph,u3,2787488.0,FOIS_rs,5686440.401192472,1.0399874012704171,207,0
233,query_path_8_209.graph,u3,2787488.0,POSS,2815610.189615985,0.010088721320409241,335,0
234,query_path_8_221.graph,u3,2787488.0,UN,1802253.563267327,0.35344885313682894,202,0
234,query_path_8_221.graph,u3,2787488.0,PO,2172207.301630526,0.22072945188265353,202,0
234,query_path_8_221.graph,u3,2787488.0,MAB,3562142.471694518,0.27790414584547735,127,0
261,query_cycle_6_132.graph,u1,67470.0,baseline_uniform,37733.376,0.4407384615384616,256,0
261,query_cycle_6_132.graph,u1,67470.0,baseline_proxy,110660.2214589894,0.6401396392320943,256,0
261,query_cycle_6_132.graph,u1,67470.0,baseline_proxy_a,72336.54759390125,0.07212905875057439,256,0
261,query_cycle_6_132.graph,u1,67470.0,baseline_proxy_a_unbiased_test1,63600.565523786616,0.057350444289512144,256,0
234,query_path_8_221.graph,u3,2787488.0,FOIS_nrs,3203458.2291375385,0.14922763044631526,202,0
234,query_path_8_221.graph,u3,2787488.0,FOIS_rs,2585643.6810677634,0.0724108297263474,202,0
261,query_cycle_6_132.graph,u1,67470.0,proxy_mab,93359.96170588216,0.3837255329165875,148,0
234,query_path_8_221.graph,u3,2787488.0,POSS,2745435.9396982333,0.015086005859672484,331,0
261,query_cycle_6_132.graph,u1,67470.0,proxyE_importance,74140.8345801222,0.09887112168552249,258,0
235,query_path_8_254.graph,u2,662563.0,UN,353745.0695625,0.46609594927199377,160,0
235,query_path_8_254.graph,u2,662563.0,PO,628270.5500880068,0.05175726672330515,160,0
235,query_path_8_254.graph,u2,662563.0,MAB,582861.9841828068,0.12029198101492718,102,0
235,query_path_8_254.graph,u2,662563.0,FOIS_nrs,595342.5886330236,0.10145512406665698,160,0
235,query_path_8_254.graph,u2,662563.0,FOIS_rs,771177.723845608,0.16393116404871377,160,0
235,query_path_8_254.graph,u2,662563.0,POSS,569404.1894299116,0.14060370194243935,299,0
236,query_path_8_275.graph,u2,2356514.0,UN,894585.117735849,0.6203777623490253,159,0
236,query_path_8_275.graph,u2,2356514.0,PO,1547910.059525303,0.3431356403885981,159,0
236,query_path_8_275.graph,u2,2356514.0,MAB,1897860.9354598692,0.19463201344873435,98,0
236,query_path_8_275.graph,u2,2356514.0,FOIS_nrs,2509307.816678414,0.06483891743414812,159,0
236,query_path_8_275.graph,u2,2356514.0,FOIS_rs,2218800.0450224606,0.05843969311344612,159,0
236,query_path_8_275.graph,u2,2356514.0,POSS,2528148.9617872383,0.07283426357205527,316,0
237,query_path_8_280.graph,u3,2787488.0,UN,3264969.4,0.17129451319611058,203,0
237,query_path_8_280.graph,u3,2787488.0,PO,2277448.821993475,0.18297448383868384,203,0
237,query_path_8_280.graph,u3,2787488.0,MAB,2650042.824244434,0.049307898636896726,126,0
237,query_path_8_280.graph,u3,2787488.0,FOIS_nrs,4468191.8864466045,0.6029456939174642,203,0
237,query_path_8_280.graph,u3,2787488.0,FOIS_rs,2538753.9167984435,0.08923234223844424,203,0
237,query_path_8_280.graph,u3,2787488.0,POSS,3004655.57315088,0.07790798494948863,359,0
238,query_path_8_295.graph,u2,666246.0,UN,1157058.2432041885,0.7366832119129999,191,0
238,query_path_8_295.graph,u2,666246.0,PO,663374.0203357728,0.00431068954144149,191,0
238,query_path_8_295.graph,u2,666246.0,MAB,542942.6737477427,0.18507176966504466,115,0
238,query_path_8_295.graph,u2,666246.0,FOIS_nrs,1009463.9536204722,0.5151519913372421,191,0
238,query_path_8_295.graph,u2,666246.0,FOIS_rs,637416.4043119245,0.04327169797353459,191,0
238,query_path_8_295.graph,u2,666246.0,POSS,720824.4523976555,0.08191936971877574,353,0
239,query_path_8_7.graph,u3,941545.0,UN,799284.1359007834,0.15109300575035356,383,0
239,query_path_8_7.graph,u3,941545.0,PO,790296.1861405527,0.16063896453111348,383,0
239,query_path_8_7.graph,u3,941545.0,MAB,696638.4305487334,0.2601113801796691,251,0
239,query_path_8_7.graph,u3,941545.0,FOIS_nrs,831537.0055648604,0.11683774480788447,383,0
239,query_path_8_7.graph,u3,941545.0,FOIS_rs,864041.0125136586,0.08231575494144347,383,0
239,query_path_8_7.graph,u3,941545.0,POSS,934047.7681751231,0.007962690922767215,567,0
240,query_star_4_10.graph,u0,5560.0,UN,3386.2348,0.39096496402877695,246,0
240,query_star_4_10.graph,u0,5560.0,PO,5369.692517404509,0.034227964495591894,246,0
240,query_star_4_10.graph,u0,5560.0,MAB,4724.841612675774,0.15020834304392558,158,0
240,query_star_4_10.graph,u0,5560.0,FOIS_nrs,4658.946718157668,0.16205994277739777,246,0
240,query_star_4_10.graph,u0,5560.0,FOIS_rs,6042.615694825364,0.08680138396139636,246,0
240,query_star_4_10.graph,u0,5560.0,POSS,4279.815512893719,0.23024900847235275,361,0
262,query_cycle_6_132.graph,u1,67470.0,baseline_uniform,32600.76289488189,0.5168109842169574,254,0
262,query_cycle_6_132.graph,u1,67470.0,baseline_proxy,69009.36248130776,0.02281551032025733,254,0
262,query_cycle_6_132.graph,u1,67470.0,baseline_proxy_a,63119.784555907965,0.0644762923386992,254,0
262,query_cycle_6_132.graph,u1,67470.0,baseline_proxy_a_unbiased_test1,65962.30995033952,0.022346080475181256,254,0
262,query_cycle_6_132.graph,u1,67470.0,proxy_mab,65217.46430690894,0.03338573726235448,156,0
262,query_cycle_6_132.graph,u1,67470.0,proxyE_importance,62909.38737937527,0.06759467349377098,254,0
241,query_star_4_6.graph,u1,4396.0,UN,4668.374588308383,0.06195964247233461,668,0
241,query_star_4_6.graph,u1,4396.0,PO,4378.601040457371,0.003957907084310555,668,0
241,query_star_4_6.graph,u1,4396.0,MAB,4139.2621418069875,0.058402606504324946,427,0
241,query_star_4_6.graph,u1,4396.0,FOIS_nrs,3954.4412198005793,0.10044558239295283,668,0
241,query_star_4_6.graph,u1,4396.0,FOIS_rs,4193.453202768207,0.04607524959776908,668,0
241,query_star_4_6.graph,u1,4396.0,POSS,4035.6509803025497,0.08197202449896504,774,0
242,query_star_4_7.graph,u1,4396.0,UN,5229.3489,0.18956981346678797,674,0
242,query_star_4_7.graph,u1,4396.0,PO,3616.9565531321446,0.1772164346833156,674,0
242,query_star_4_7.graph,u1,4396.0,MAB,3986.466686009608,0.0931604444928098,403,0
242,query_star_4_7.graph,u1,4396.0,FOIS_nrs,4274.910088256602,0.027545475828798512,674,0
242,query_star_4_7.graph,u1,4396.0,FOIS_rs,4407.545136112152,0.0026262821001256254,674,0
242,query_star_4_7.graph,u1,4396.0,POSS,4292.4399101369445,0.023557800241823364,979,0
243,query_star_4_8.graph,u0,5560.0,UN,10514.334407228915,0.8910673394296609,249,0
243,query_star_4_8.graph,u0,5560.0,PO,6538.709226170553,0.1760268392393081,249,0
243,query_star_4_8.graph,u0,5560.0,MAB,5527.393628906313,0.005864455232677501,161,0
243,query_star_4_8.graph,u0,5560.0,FOIS_nrs,5116.4664322630615,0.07977222441311843,249,0
243,query_star_4_8.graph,u0,5560.0,FOIS_rs,4851.388713888904,0.12744807304156403,249,0
243,query_star_4_8.graph,u0,5560.0,POSS,4810.29428859417,0.13483915672766722,378,0
244,query_star_4_9.graph,u0,5560.0,UN,4972.83805,0.105604667266187,246,0
244,query_star_4_9.graph,u0,5560.0,PO,3206.501507804255,0.42329109571865914,246,0
244,query_star_4_9.graph,u0,5560.0,MAB,4967.091209009345,0.10663827176090913,153,0
244,query_star_4_9.graph,u0,5560.0,FOIS_nrs,5869.278223523686,0.055625579770447194,246,0
244,query_star_4_9.graph,u0,5560.0,FOIS_rs,5387.927351057667,0.030948318155095904,246,0
244,query_star_4_9.graph,u0,5560.0,POSS,5102.1303730271275,0.08235065233325045,407,0
245,query_tree_6_6.graph,u1,1972000.0,UN,723399.6000000001,0.6331645030425963,313,0
245,query_tree_6_6.graph,u1,1972000.0,PO,1396281.4150727154,0.29194654408077314,313,0
245,query_tree_6_6.graph,u1,1972000.0,MAB,2011396.9034765828,0.019978145779200224,180,0
245,query_tree_6_6.graph,u1,1972000.0,FOIS_nrs,2421670.583573841,0.22802767929707962,313,0
245,query_tree_6_6.graph,u1,1972000.0,FOIS_rs,1905320.74457502,0.03381300985039558,313,0
245,query_tree_6_6.graph,u1,1972000.0,POSS,1655902.4469473967,0.16029287680152296,417,0
263,query_cycle_6_130.graph,u1,42698.0,baseline_uniform,12571.518225,0.7055712627055132,216,0
263,query_cycle_6_130.graph,u1,42698.0,baseline_proxy,63465.0978693676,0.48637167711292334,216,0
263,query_cycle_6_130.graph,u1,42698.0,baseline_proxy_a,36842.09352683017,0.13714709057028035,216,0
263,query_cycle_6_130.graph,u1,42698.0,baseline_proxy_a_unbiased_test1,49031.19302784509,0.14832528520879407,216,0
263,query_cycle_6_130.graph,u1,42698.0,proxy_mab,39771.62132607846,0.06853666855406677,122,0
263,query_cycle_6_130.graph,u1,42698.0,proxyE_importance,43615.6123576118,0.021490757356592744,219,0
264,query_cycle_6_133.graph,u1,2573014.0,baseline_uniform,3550388.912653061,0.3798560414568522,245,0
264,query_cycle_6_133.graph,u1,2573014.0,baseline_proxy,3120599.5214675134,0.21281871045688575,245,0
264,query_cycle_6_133.graph,u1,2573014.0,baseline_proxy_a,2956674.030303997,0.14910918879726148,245,0
