comments,body,bodywithurls,createdAt,createdAtformatted,creator,datatype,depth,depthRaw,followers,following,hashtags,id,lastseents,links,media,posts,sensitive,shareLink,upvotes,urls,username,verified,article,impressions,preview,reposts,state,parent,color,commentDepth,controversy,downvotes,post,score,isPrimary,conversation,replyingTo
-1,🇺🇲👍,"🇺🇲👍
",20201112070121.0,2020-11-12 07:01:21 UTC,0164262b282a473ba2b33a4c5af8ec4a,comments,1.0,1.0,1900.0,4700.0,[],e6ecb48c265640389c0f19776cf3e5f0,2021-01-10T16:40:02.619566+00:00,[],8.0,4100.0,False,https://parler.com/comment/e6ecb48c265640389c0f19776cf3e5f0,0.0,[],Joetwin1415,False,,,,,,24662b184b9542ba9f3853f233530c89,#a60303,0.0,0.0,0.0,24662b184b9542ba9f3853f233530c89,0.0,True,,
1,@XxPatriot Trump and allies have lost 58 court cases and that is s fact no matter how many times and ways you spin it.,"@XxPatriot Trump and allies have lost 58 court cases and that is s fact no matter how many times and ways you spin it.
",20201212210024.0,2020-12-12 21:00:24 UTC,41e8a26f6b854c48881b9fe9b6eef6e2,comments,3.0,3.0,1.0,20.0,[],90f66d2217af4c9d940c73489678cce3,2020-12-25T04:51:21.454968+00:00,[],0.0,0.0,False,https://parler.com/comment/90f66d2217af4c9d940c73489678cce3,1.0,[],Jl33368,False,,,,,,61630141920a48d8a9c1795643109ee6,#df9f7d,1.0,2.0,1.0,53985299499e4a3ba76c7de0b6ce7fd4,0.0,,7e6e8b651cbd4ade869e710c525e5239,8a37052388ef4d37843aef9dafa5224b
0,hes gona win liek he alwayd does,"hes gona win liek he alwayd does
",20201109065805.0,2020-11-09 06:58:05 UTC,6d4836939e7c4cc9aa51c7251136199a,comments,1.0,1.0,2.0,4.0,[],6598cab7653441b59cb29171133312af,2020-12-25T10:10:55.360532+00:00,[],1.0,3.0,False,https://parler.com/comment/6598cab7653441b59cb29171133312af,2.0,[],trumpdoggr,False,,,,,,92198e647ce54715bd93ce2f300edbdc,#a60303,0.0,0.0,0.0,92198e647ce54715bd93ce2f300edbdc,2.0,True,,
0,Let’s up the landslide includes house and senate leaders as well!,"Let’s up the landslide includes house and senate leaders as well!
",20201024032809.0,2020-10-24 03:28:09 UTC,44cf7fc2baef41a3b481e636376b07dd,comments,2.0,2.0,2700.0,2800.0,[],af24f7363c0e4b38b37ff7603d89197a,2020-12-18T23:55:47.313215+00:00,[],0.0,5600.0,False,https://parler.com/comment/af24f7363c0e4b38b37ff7603d89197a,1.0,[],SocialismKillsTheSoul,False,,,,,,89995f0df91d40cdb547fbd05ebfbcd2,#a60303,0.0,0.0,0.0,89995f0df91d40cdb547fbd05ebfbcd2,1.0,True,,
0,🌱🌱🌱🌱🌱🌱🌱 ❗ yay,"🌱🌱🌱🌱🌱🌱🌱 ❗ yay
",20190612025834.0,2019-06-12 02:58:34 UTC,b4f0ccf4a6ad4504a34045ae2f8cba29,comments,1.0,1.0,2400.0,2400.0,[],4f201cf87f624ccdb7763b3eee9cf849,2021-01-09T10:37:23.252316+00:00,[],0.0,461.0,False,https://parler.com/comment/4f201cf87f624ccdb7763b3eee9cf849,1.0,[],Astragal,False,,,,,,8ee7d388e9884c3db58c9c9b60b50c46,#a60303,0.0,0.0,0.0,8ee7d388e9884c3db58c9c9b60b50c46,1.0,True,,
0,Hope you’re right🙏,"Hope you’re right🙏
",20201108050223.0,2020-11-08 05:02:23 UTC,b8ff1767c5c54beba798037ca8d70a34,comments,1.0,1.0,3900.0,2200.0,[],f921cad15a27499ab8a94bddbf446eda,2020-12-26T09:07:12.748890+00:00,[],228.0,8800.0,False,https://parler.com/comment/f921cad15a27499ab8a94bddbf446eda,8.0,[],MondoV177,False,,,,,,7505e20c237b4d2cb09efe5a1a6e1b05,#a60303,0.0,0.0,0.0,7505e20c237b4d2cb09efe5a1a6e1b05,8.0,True,,
0,This is the new world reset there is no arrest or jails,"This is the new world reset there is no arrest or jails
",20201124004444.0,2020-11-24 00:44:44 UTC,c1c2a724d84d45cb8930945d20725e2e,comments,4.0,4.0,20000.0,27000.0,[],666c21001fa64d8fb237ca3edb78e553,2021-01-09T14:07:20.730312+00:00,[],610.0,14000.0,False,https://parler.com/comment/666c21001fa64d8fb237ca3edb78e553,0.0,[],Michaelhouser7213,False,,,,,,e9946e2c9a8b4ba8b03288faca171146,#808080,1.0,0.0,0.0,097421d9a67c4ed6be3eea9ae5cee794,0.0,False,,
0,Iowa?,"Iowa?
",20201104032823.0,2020-11-04 03:28:23 UTC,9d1b939c90524f41a8015150bdcd7c01,comments,1.0,1.0,113.0,243.0,[],b3c834e4ad1346a1b795f74ca88f8762,2020-12-24T11:21:11.920829+00:00,[],6.0,154.0,False,https://parler.com/comment/b3c834e4ad1346a1b795f74ca88f8762,8.0,[],DomMorgan,False,,,,,,4c10499db1a04ef18f7027afdfdabec4,#a60303,0.0,0.0,0.0,4c10499db1a04ef18f7027afdfdabec4,8.0,True,,
0,President Trump - We will always LOVE what you have done for us!! I am fighting and praying WITH YOU!! God will have wrath on the evil doers vengeance is mine says the Lord!! God will give you the crown of glory for everything you have done for HIS people!! Love you ALWAYS PRESIDENT TRUMP ❤️❤️,"President Trump - We will always LOVE what you have done for us!! I am fighting and praying WITH YOU!! God will have wrath on the evil doers vengeance is mine says the Lord!! God will give you the crown of glory for everything you have done for HIS people!! Love you ALWAYS PRESIDENT TRUMP ❤️❤️
",20201121022609.0,2020-11-21 02:26:09 UTC,3bc8900feb684060a20dc85bb12fa95d,comments,1.0,1.0,10.0,10.0,[],433e1708e2994b098542168243a12b8b,2020-11-28T11:32:20.873891+00:00,[],0.0,13.0,False,https://parler.com/comment/433e1708e2994b098542168243a12b8b,4.0,[],Cindybright81,False,,,,,,777b4b84026f4b9486330756d1ea5d6a,#a60303,0.0,2.0,1.0,777b4b84026f4b9486330756d1ea5d6a,3.0,True,,
0,Thee officer feels the moment!,"Thee officer feels the moment!
",20201210232025.0,2020-12-10 23:20:25 UTC,8eb4568531cc4c50a90b7884fdff0098,comments,1.0,1.0,67.0,146.0,[],6a0ecee2950540a2a250b82949414c96,2021-01-09T09:55:34.258249+00:00,[],0.0,72.0,False,https://parler.com/comment/6a0ecee2950540a2a250b82949414c96,2.0,[],Ptachkrew,False,,,,,,819ad7ede75f45df974054ad8a58f8c4,#a60303,0.0,0.0,0.0,819ad7ede75f45df974054ad8a58f8c4,2.0,True,,
0,Love people that can’t communicate without vulgarity. Such a sign of intelligence so I will be a rock.,"Love people that can’t communicate without vulgarity. Such a sign of intelligence so I will be a rock.
",20201125022709.0,2020-11-25 02:27:09 UTC,7c26e81fabb64758a27bdfb61b229c1e,comments,3.0,3.0,59.0,43.0,[],29c3a39947fe4ca687bcaf4c6edc41e7,2020-12-26T07:32:33.984445+00:00,[],0.0,226.0,False,https://parler.com/comment/29c3a39947fe4ca687bcaf4c6edc41e7,0.0,[],Bevdeaton,False,,,,,,1b0c4261d47b47578b768dc84080e3c6,#808080,1.0,0.0,0.0,bb2496530ed640dc8eab6f3efe96ea47,0.0,False,,
-1,"Nice find, Devil went down to Georgia","Nice find, Devil went down to Georgia
",20201223145920.0,2020-12-23 14:59:20 UTC,651e92b6458149c0bcee1adf7b6585e9,comments,2.0,2.0,144.0,225.0,[],05aab3a62f43431cb75c593dfcc197ee,2021-01-06T05:41:22.717971+00:00,[],0.0,615.0,False,https://parler.com/comment/05aab3a62f43431cb75c593dfcc197ee,0.0,[],Matt476630633279,False,,,,,,7c55fc39d76841e9a9cac46401ec7e46,#a60303,0.0,0.0,0.0,7c55fc39d76841e9a9cac46401ec7e46,0.0,True,,
1,"If the #Dominion machines are used, it's all for nothing.

Grow some ovaries and vandalize the machines, or join the revolt.","If the #Dominion machines are used, it's all for nothing.

Grow some ovaries and vandalize the machines, or join the revolt.
",20201203231510.0,2020-12-03 23:15:10 UTC,81c0b63b96c44678b4d471acb13f74a0,comments,1.0,1.0,555.0,1300.0,['dominion'],becfeafde3114209b09d834b53c8c884,2020-12-27T06:45:19.396948+00:00,[],10.0,2200.0,False,https://parler.com/comment/becfeafde3114209b09d834b53c8c884,1.0,[],Akilburn67,False,,,,,,f0a7f7d3e9ed44579cfd49160300a702,#a60303,0.0,0.0,0.0,f0a7f7d3e9ed44579cfd49160300a702,1.0,True,,
1,Pucker up buttercups.... I echo My President's sentiments completely!!,"Pucker up buttercups.... I echo My President's sentiments completely!!
",20200908235218.0,2020-09-08 23:52:18 UTC,61dd26bc7061456e86019c59ea989d45,comments,1.0,1.0,5300.0,8000.0,[],15e0ba110bae4c1386e3dd7af9b88304,2021-01-09T10:49:39.314699+00:00,[],9.0,8800.0,False,https://parler.com/comment/15e0ba110bae4c1386e3dd7af9b88304,1.0,[],Jackandjohna,False,,,,,,2972ec6c57fe4c88b72d390fe36a5d87,#a60303,0.0,0.0,0.0,2972ec6c57fe4c88b72d390fe36a5d87,1.0,True,,
0,Best. President. Ever.,"Best. President. Ever.
",20200313191350.0,2020-03-13 19:13:50 UTC,65af37d393584e04893350b0f46259b9,comments,1.0,1.0,14000.0,23000.0,[],3c33ee3ab1834cf6825c64e6545b6908,2021-01-06T23:29:48.185127+00:00,[],908.0,2200.0,False,https://parler.com/comment/3c33ee3ab1834cf6825c64e6545b6908,3.0,[],TheDonaldrefugee,False,,,,,,9596f508c2064a7ea97d49fa69704620,#a60303,0.0,0.0,0.0,9596f508c2064a7ea97d49fa69704620,3.0,True,,
0,Those eyes....wow !!!!,"Those eyes....wow !!!!
",20201126104405.0,2020-11-26 10:44:05 UTC,1988a9fb1e1f476ea78653dd79c8ab94,comments,1.0,1.0,780.0,663.0,[],38f2a75c0b8343b69b90e6e5fa45e305,2020-12-02T18:29:44.367837+00:00,[],19.0,1900.0,False,https://parler.com/comment/38f2a75c0b8343b69b90e6e5fa45e305,1.0,[],meetatthelibertytree,False,,,,,,92198e647ce54715bd93ce2f300edbdc,#a60303,0.0,0.0,0.0,92198e647ce54715bd93ce2f300edbdc,1.0,True,,
0,A MOAB around tea time would be good.,"A MOAB around tea time would be good.
",20200127033445.0,2020-01-27 03:34:45 UTC,450ce1447a6842a7a9aa6a19edd51844,comments,1.0,1.0,10000.0,8000.0,[],e5b4d5470bf148f2898f363da14fdc15,2020-12-02T11:26:58.735392+00:00,[],698.0,49000.0,False,https://parler.com/comment/e5b4d5470bf148f2898f363da14fdc15,2.0,[],Dick63532121884825749,False,,,,,,3f06e4338698436ba2a09797c61e5930,#a60303,0.0,0.0,0.0,3f06e4338698436ba2a09797c61e5930,2.0,True,,
0,God is gonna have mercy . Keep praying and repent,"God is gonna have mercy . Keep praying and repent
",20201121053801.0,2020-11-21 05:38:01 UTC,cb068ebb50e34d1da621a6f37d2a5f30,comments,1.0,1.0,2600.0,2200.0,[],d1d5fb6b9bb740578509562f1277e609,2021-01-09T10:00:00.036616+00:00,[],3.0,7300.0,False,https://parler.com/comment/d1d5fb6b9bb740578509562f1277e609,1.0,[],Ntvnyr173,False,,,,,,a069ea167bc64f0dad6fa030e7d66b23,#a60303,0.0,0.0,0.0,a069ea167bc64f0dad6fa030e7d66b23,1.0,True,,
3,"I don't think you understand what block chain is. It doesn't apply to documents, just IP (internet transmission) protocol.","I don't think you understand what block chain is. It doesn't apply to documents, just IP (internet transmission) protocol.
",20201108065521.0,2020-11-08 06:55:21 UTC,8583c5ba6c5d4258b5b91140dc4cacd5,comments,1.0,1.0,9600.0,10000.0,[],bde5755170824ca0bc304151c8a6cf1a,2020-12-24T07:50:22.035270+00:00,[],39.0,8100.0,False,https://parler.com/comment/bde5755170824ca0bc304151c8a6cf1a,0.0,[],NimbleJack,False,,,,,,7505e20c237b4d2cb09efe5a1a6e1b05,#a60303,0.0,0.0,1.0,7505e20c237b4d2cb09efe5a1a6e1b05,-1.0,True,,
1,Delusional Trumpers want to change the system now. You lost Elections deal with it.,"Delusional Trumpers want to change the system now. You lost Elections deal with it.
",20201110181119.0,2020-11-10 18:11:19 UTC,44c91e7c23794e8ab8d57432cc4eff84,comments,2.0,2.0,65.0,17.0,[],ff236ae32de545fa81bbd3165391fb1d,2021-01-09T13:20:54.061401+00:00,[],26.0,56.0,False,https://parler.com/comment/ff236ae32de545fa81bbd3165391fb1d,0.0,[],AR15Lib,False,,,,,,09dcbd6b72ad43eb890b6a6e10f530e9,#bf1f9f,1.0,0.0,1.0,1b69e49644a54e4fa4b77ccd07c9f991,-1.0,,f3cb48231c4142939b141bd1141a6316,
0,"I hope ,I hope. I hope!!!","I hope ,I hope. I hope!!!
",20201104032919.0,2020-11-04 03:29:19 UTC,d80737e9467940f3b3a54e44e1f3dd05,comments,1.0,1.0,2200.0,1300.0,[],29abbc5a0ee543c6ba5f15e99d38bf14,2021-01-09T09:43:13.738144+00:00,[],0.0,15000.0,False,https://parler.com/comment/29abbc5a0ee543c6ba5f15e99d38bf14,4.0,[],Percykreft,False,,,,,,4c10499db1a04ef18f7027afdfdabec4,#a60303,0.0,0.0,0.0,4c10499db1a04ef18f7027afdfdabec4,4.0,True,,
0,"That is not reality. Trump lost the election and will no longer be president on Jan 20. Absolutely nothing you can do changes that. Also, jr may by in jail soon.","That is not reality. Trump lost the election and will no longer be president on Jan 20. Absolutely nothing you can do changes that. Also, jr may by in jail soon.
",20201114222049.0,2020-11-14 22:20:49 UTC,07522ffbaa6f458c8d6e5d15eb707f29,comments,3.0,3.0,100.0,48.0,[],723825ecbfc942f2ad2305c5d881d554,2021-01-09T09:29:02.723290+00:00,[],0.0,29.0,False,https://parler.com/comment/723825ecbfc942f2ad2305c5d881d554,1.0,[],Imagine150,False,,,,,,8e3a9ee2253b419baefc3d2fe9ee3bde,#808080,1.0,0.0,0.0,9c58100ea0fc44d5a999456f75f22ba3,1.0,False,,
0,"#pelosicrimefamily

#trumpwon","#pelosicrimefamily

#trumpwon
",20201110093231.0,2020-11-10 09:32:31 UTC,11caffddf11b4439aa2b5a412f93f1f4,comments,1.0,1.0,14000.0,19000.0,"['pelosicrimefamily', 'trumpwon']",b2419891f5bc45e58074a1a94a10ea1a,2020-12-26T18:31:10.137097+00:00,[],49.0,18000.0,False,https://parler.com/comment/b2419891f5bc45e58074a1a94a10ea1a,0.0,[],Mishellespry,False,,,,,,b12fec62ba334a5cac87a8908d480368,#a60303,0.0,0.0,0.0,b12fec62ba334a5cac87a8908d480368,0.0,True,,
0,"Bill, you were the divine rod in 2016 and will be a shimmering light tonight as well","Bill, you were the divine rod in 2016 and will be a shimmering light tonight as well
",20201103232622.0,2020-11-03 23:26:22 UTC,b86b36be93d641b8a315aa85545d3605,comments,1.0,1.0,23.0,96.0,[],2ec64a8a76a94e0a8f2e5409d22d89c5,2020-12-30T17:15:50.259504+00:00,[],2.0,50.0,False,https://parler.com/comment/2ec64a8a76a94e0a8f2e5409d22d89c5,3.0,[],DPB225,False,,,,,,69d2461913bf4ee8b788962135a37af2,#a60303,0.0,0.0,0.0,69d2461913bf4ee8b788962135a37af2,3.0,True,,
0,"Coup, COLOR REVOLUTION","Coup, COLOR REVOLUTION
https://image-cdn.parler.com/N/G/NGGvuwZHUN.png
https://image-cdn.parler.com/r/F/rFljvPv0om.png
https://image-cdn.parler.com/y/J/yJ6GCEEYZf.png
https://image-cdn.parler.com/P/a/PaSIdvujn7.png",20200908185104.0,2020-09-08 18:51:04 UTC,1ba933f034ab4d7ca2c9f8ac647546cf,comments,1.0,1.0,526.0,142.0,[],471ca50749214044b40aa7a078ac6b37,2020-12-26T16:26:02.013932+00:00,"['QvjR9', 'RwKlc', 'N6MsY', 'ORdex']",79.0,1100.0,False,https://parler.com/comment/471ca50749214044b40aa7a078ac6b37,0.0,"[{'createdAt': '20200908185005', 'domain': 'image-cdn.parler.com', 'id': 'QvjR9', 'long': 'https://image-cdn.parler.com/N/G/NGGvuwZHUN.png', 'metadata': {'length': 3153864, 'mimeType': 'image/png', 'site': 'image-cdn.parler.com'}, 'modified': 'image-cdn.parler.com/N/G/NGGvuwZHUN.png', 'short': 'https://api.parler.com/l/QvjR9', 'state': 'VALID'}, {'createdAt': '20200908185019', 'domain': 'image-cdn.parler.com', 'id': 'RwKlc', 'long': 'https://image-cdn.parler.com/r/F/rFljvPv0om.png', 'metadata': {'length': 3202529, 'mimeType': 'image/png', 'site': 'image-cdn.parler.com'}, 'modified': 'image-cdn.parler.com/r/F/rFljvPv0om.png', 'short': 'https://api.parler.com/l/RwKlc', 'state': 'VALID'}, {'createdAt': '20200908185034', 'domain': 'image-cdn.parler.com', 'id': 'N6MsY', 'long': 'https://image-cdn.parler.com/y/J/yJ6GCEEYZf.png', 'metadata': {'length': 3110871, 'mimeType': 'image/png', 'site': 'image-cdn.parler.com'}, 'modified': 'image-cdn.parler.com/y/J/yJ6GCEEYZf.png', 'short': 'https://api.parler.com/l/N6MsY', 'state': 'VALID'}, {'createdAt': '20200908185047', 'domain': 'image-cdn.parler.com', 'id': 'ORdex', 'long': 'https://image-cdn.parler.com/P/a/PaSIdvujn7.png', 'metadata': {'length': 3960202, 'mimeType': 'image/png', 'site': 'image-cdn.parler.com'}, 'modified': 'image-cdn.parler.com/P/a/PaSIdvujn7.png', 'short': 'https://api.parler.com/l/ORdex', 'state': 'VALID'}]",Hdbulhoes,False,,,,,,e80595247bab4488b5b5f8f8b1850d07,#a60303,0.0,0.0,0.0,e80595247bab4488b5b5f8f8b1850d07,0.0,True,,
0,Once it hits the pan handle trump pulls away. Dems actually are underachieving,"Once it hits the pan handle trump pulls away. Dems actually are underachieving
",20201103233312.0,2020-11-03 23:33:12 UTC,696c93e2e3864a42bf19d891c6a2c5da,comments,1.0,1.0,22.0,29.0,[],53ee08ef28de4d8fa946dc54b7beb185,2021-01-06T05:53:34.382842+00:00,[],0.0,2.0,False,https://parler.com/comment/53ee08ef28de4d8fa946dc54b7beb185,8.0,[],Rmhorrorfan,False,,,,,,69d2461913bf4ee8b788962135a37af2,#a60303,0.0,0.0,0.0,69d2461913bf4ee8b788962135a37af2,8.0,True,,
0,I want this on a T-shirt. Where to get??? Anyone know ???,"I want this on a T-shirt. Where to get??? Anyone know ???
",20190909171323.0,2019-09-09 17:13:23 UTC,786c95a841b248ca818dea4141223844,comments,2.0,2.0,5500.0,6100.0,[],77d7cffc7f3e406791072841e5fcac26,2021-01-08T22:14:25.185188+00:00,[],19.0,10000.0,False,https://parler.com/comment/77d7cffc7f3e406791072841e5fcac26,1.0,[],SaS,False,,,,,,550c93b4ff2241acb08453fd2e3df2dc,#a60303,0.0,0.0,0.0,550c93b4ff2241acb08453fd2e3df2dc,1.0,True,,
0,Bwahahaha nice.,"Bwahahaha nice.
",20201113025734.0,2020-11-13 02:57:34 UTC,e0a12439614e43e8bfbb0525aab90056,comments,2.0,2.0,3000.0,1900.0,[],a7b43b9fcf5e43f2b5d99fb26954fac3,2021-01-09T18:41:52.877538+00:00,[],251.0,1900.0,False,https://parler.com/comment/a7b43b9fcf5e43f2b5d99fb26954fac3,0.0,[],Deplorableisme,False,,,,,,822247ad69d140b483c68d683213fd0c,#808080,1.0,0.0,0.0,dd00a1da4dc042418f800cc0b17c3eb4,0.0,False,,
0,Horseshit!!! HE'S ALWAYS BEEN LEADING!!!🤠,"Horseshit!!! HE'S ALWAYS BEEN LEADING!!!🤠
",20200802234300.0,2020-08-02 23:43:00 UTC,3e504308a3654760aae75e1c031e69a8,comments,1.0,1.0,1100.0,906.0,[],8ab836d1da5e4470802127a4a0a1f303,2020-12-29T05:39:08.449388+00:00,[],1.0,1500.0,False,https://parler.com/comment/8ab836d1da5e4470802127a4a0a1f303,2.0,[],Angelregan02,False,,,,,,a8b02f9feee04372b15f10be1903f5a8,#a60303,0.0,0.0,0.0,a8b02f9feee04372b15f10be1903f5a8,2.0,True,,
0,@SherriHurt1 Exactly,"@SherriHurt1 Exactly
",20201203035700.0,2020-12-03 03:57:00 UTC,dbb4755487df48419e5fa6873072562b,comments,3.0,3.0,4000.0,5300.0,[],be6754f0d42b4186a515c77d664f969f,2020-12-24T01:25:21.191410+00:00,[],639.0,1800.0,False,https://parler.com/comment/be6754f0d42b4186a515c77d664f969f,1.0,[],EagleEye2,False,,,,,,c35e5e74207647868b134d08e38a7da9,#001fd4,1.0,0.0,0.0,776cf19b05b44a3abd0c3d7db2edc7c3,1.0,,421eb547e4d448409086fda699fcb5fe,fd4ad94905004c33a576a218f412dd7a
0,"@finallysafe Both the house and the Senate. There, I fixed it.","@finallysafe Both the house and the Senate. There, I fixed it.
",20201114232455.0,2020-11-14 23:24:55 UTC,f0d70523cbc34d5bb916c23ef520e9a5,comments,4.0,4.0,178.0,164.0,[],8c3befcdfec648c0b2868437c612fbb1,2020-12-25T10:16:17.117142+00:00,[],13.0,171.0,False,https://parler.com/comment/8c3befcdfec648c0b2868437c612fbb1,0.0,[],JohnCox3312,False,,,,,,38259f85a43d464da6f6ca572987f063,#df8a9f,1.0,0.0,0.0,9c58100ea0fc44d5a999456f75f22ba3,0.0,,61566ce28d264154bc82b153baf82a07,c27660f8c446458a8e89d05dd94865c0
1,Yes.)),"Yes.))
",20201102145718.0,2020-11-02 14:57:18 UTC,a0cd1f898f94498083a2ccf8170f9ea2,comments,1.0,1.0,1200.0,171.0,[],3409113c79824017a0f8b51ccf5cd3c5,2021-01-11T02:48:34.915790+00:00,[],364.0,11000.0,False,https://parler.com/comment/3409113c79824017a0f8b51ccf5cd3c5,1.0,[],Fung,False,,,,,,6d77f827d3e848f9bc7452cd073c6f1b,#a60303,0.0,0.0,0.0,6d77f827d3e848f9bc7452cd073c6f1b,1.0,True,,
1,Trump 2020,"Trump 2020
",20200721225753.0,2020-07-21 22:57:53 UTC,58402b7539fe4c1180279ce3d18668b1,comments,2.0,2.0,7200.0,7200.0,[],2da8f700ffc64a74abc62e25bec6420e,2021-01-09T22:28:55.718419+00:00,[],46.0,47000.0,False,https://parler.com/comment/2da8f700ffc64a74abc62e25bec6420e,1.0,[],Kdlynn,False,,,,,,6e55044e45ed4ba7971033d35fe3d58a,#a60303,0.0,0.0,0.0,6e55044e45ed4ba7971033d35fe3d58a,1.0,True,,
1,Can't wait!,"Can't wait!
",20201111181726.0,2020-11-11 18:17:26 UTC,50f9a4a2777746e69fcdc90243cbed71,comments,1.0,1.0,78.0,160.0,[],42da1b94e87048ed8e703d736e36b2b7,2021-01-09T08:21:57.574575+00:00,[],5.0,14.0,False,https://parler.com/comment/42da1b94e87048ed8e703d736e36b2b7,1.0,[],Miketutcher,False,,,,,,11b095257a9a4f5e836e432adb518755,#a60303,0.0,0.0,0.0,11b095257a9a4f5e836e432adb518755,1.0,True,,
0,I so love this,"I so love this
",20201102233628.0,2020-11-02 23:36:28 UTC,baa987dcdb3e4bf29b316190726fa4f1,comments,1.0,1.0,276.0,170.0,[],2cc84af28bd246e292f08b79f9363e4b,2021-01-08T22:39:29.664468+00:00,[],0.0,768.0,False,https://parler.com/comment/2cc84af28bd246e292f08b79f9363e4b,1.0,[],Priorkimberly03,False,,,,,,75939697853143199c1b2f22ab5c782c,#a60303,0.0,0.0,0.0,75939697853143199c1b2f22ab5c782c,1.0,True,,
0,"@Humperdoo It’s your right to believe what you want, just as it’s my right to believe what I want. Posting pics of Jesus being sodomized on the cross doesn’t make you funny, clever, right, or intelligent. It makes you look hateful, confused, delusional, and lost. Humanistic? 🤔","@Humperdoo It’s your right to believe what you want, just as it’s my right to believe what I want. Posting pics of Jesus being sodomized on the cross doesn’t make you funny, clever, right, or intelligent. It makes you look hateful, confused, delusional, and lost. Humanistic? 🤔
",20200903202126.0,2020-09-03 20:21:26 UTC,cc75e5c707a548d5983c766164790428,comments,6.0,6.0,16.0,52.0,[],895fb91f72d0465b8e5548b02a737336,2021-01-09T17:11:43.523252+00:00,[],2.0,14.0,False,https://parler.com/comment/895fb91f72d0465b8e5548b02a737336,0.0,[],jtshef,False,,,,,,4601a1a736764d0b927ae73e1cbbe003,#b7bf9f,1.0,0.0,0.0,1322d6ec08a3405bbea8e473aea0803b,0.0,,62e637858ab341b38d30be4699195343,1a7f5abcc4d24156b34e20f9b87b2844
0,Meh; it's the Dimocrap conspiracy theory du jour. Bunch of BS just like all the OTHER ones... NEXT?...,"Meh; it's the Dimocrap conspiracy theory du jour. Bunch of BS just like all the OTHER ones... NEXT?...
",20200313033827.0,2020-03-13 03:38:27 UTC,2330848854aa4e17980066a6eb5a8a2c,comments,2.0,2.0,1000.0,117.0,[],91f868cfd15f42d080027d3705ebea3a,2021-01-08T22:10:55.747115+00:00,[],54.0,595.0,False,https://parler.com/comment/91f868cfd15f42d080027d3705ebea3a,1.0,[],Mohawk1,False,,,,,,2cad35603e5947ceb749581cea5ec6b8,#808080,1.0,0.0,0.0,9596f508c2064a7ea97d49fa69704620,1.0,False,,
0,"@Humperdoo One book is the word of God, while the rest are not.","@Humperdoo One book is the word of God, while the rest are not.
",20200903194901.0,2020-09-03 19:49:01 UTC,cc75e5c707a548d5983c766164790428,comments,4.0,4.0,16.0,52.0,[],ecb24df5bd434f0db8ae722e90f3e1c9,2021-01-09T17:11:43.523464+00:00,[],2.0,14.0,False,https://parler.com/comment/ecb24df5bd434f0db8ae722e90f3e1c9,0.0,[],jtshef,False,,,,,,4601a1a736764d0b927ae73e1cbbe003,#b7bf9f,1.0,0.0,0.0,1322d6ec08a3405bbea8e473aea0803b,0.0,,62e637858ab341b38d30be4699195343,502d368cacde4e1398316ac152e565c7
-1,Lock her up already,"Lock her up already
",20201112191903.0,2020-11-12 19:19:03 UTC,0164262b282a473ba2b33a4c5af8ec4a,comments,1.0,1.0,1900.0,4700.0,[],a451c389354e49538379ef8f12ed0dfd,2021-01-10T16:39:58.492092+00:00,[],8.0,4100.0,False,https://parler.com/comment/a451c389354e49538379ef8f12ed0dfd,0.0,[],Joetwin1415,False,,,,,,b9a9bdd250a84939b75274ecd6fb31a4,#a60303,0.0,0.0,0.0,b9a9bdd250a84939b75274ecd6fb31a4,0.0,True,,
-1,I love the smell of winning in the morning...it smells like..winning. T Train steamin'.,"I love the smell of winning in the morning...it smells like..winning. T Train steamin'.
",20201203011238.0,2020-12-03 01:12:38 UTC,4e129f68bd534990b8bc7f3c413f24dc,comments,1.0,1.0,651.0,529.0,[],e7ffc4b0cfa443d4985cf7e60dc24c9c,2021-01-11T03:46:37.623473+00:00,[],0.0,2900.0,False,https://parler.com/comment/e7ffc4b0cfa443d4985cf7e60dc24c9c,1.0,[],AT1000,False,,,,,,776cf19b05b44a3abd0c3d7db2edc7c3,#a60303,0.0,0.0,0.0,776cf19b05b44a3abd0c3d7db2edc7c3,1.0,True,,
0,Hooray!,"Hooray!
",20201129062023.0,2020-11-29 06:20:23 UTC,5bcff460173a4e84a92b718eee3516a1,comments,1.0,1.0,140.0,102.0,[],539c21dae0894c7c815f71df22e54a04,2021-01-09T10:30:37.758045+00:00,[],2.0,50.0,False,https://parler.com/comment/539c21dae0894c7c815f71df22e54a04,0.0,[],RachelleRae77,False,,,,,,69ae291342fd4ad9bdf30b4ac309737d,#a60303,0.0,0.0,0.0,69ae291342fd4ad9bdf30b4ac309737d,0.0,True,,
0,"Thank you for sharing this psalm , we are all feeling anxious and tired of waiting but if we press into The Lord and focus on his word it truly is our sword of faith 🙏🏼","Thank you for sharing this psalm , we are all feeling anxious and tired of waiting but if we press into The Lord and focus on his word it truly is our sword of faith 🙏🏼
",20201121100351.0,2020-11-21 10:03:51 UTC,1ec87efcbca845d380635290c65730c3,comments,1.0,1.0,176.0,92.0,[],c3819569c04d4a6badedb2368fab09e9,2021-01-08T19:09:03.733944+00:00,[],7.0,619.0,False,https://parler.com/comment/c3819569c04d4a6badedb2368fab09e9,1.0,[],Teresaj540580685540,False,,,,,,a069ea167bc64f0dad6fa030e7d66b23,#a60303,0.0,0.0,0.0,a069ea167bc64f0dad6fa030e7d66b23,1.0,True,,
